,similarity,word1,word2
90,8.12,отвердевать,твердеть
91,4.83,отвердевать,изменение
92,5.67,наследство,прекращение
93,8.75,вплести,оплётка
94,6.67,цессия,отказ
95,8.38,карликовый,небольшой
96,5.12,оценка,заряд
97,6.86,оценка,классификация
98,9.11,рецепт,медицина
99,2.57,рецепт,направление
100,8.17,антипсихотический,литий
101,7.33,кольцевой,периферический
102,8.56,петух,драчун
103,10.0,непубличный,частный
104,7.71,йодль,петь
105,7.5,йодль,пение
106,8.44,аутоэротический,сексуальный
107,7.56,унисон,совпадение
108,7.14,унисон,соглашение
109,8.0,разобрать,уничтожить
110,8.4,десятилетка,в отношении несовершеннолетний
111,7.25,неприветливый,бездорожный
112,7.25,монограмма,символ
113,7.89,опалесценция,яркость
114,8.0,эстрогенный,гормон
115,1.25,вводит в заблуждение,бить
116,5.4,единосущный,значительный
117,7.71,совместное обучение,образование
118,6.0,канонический,стандарт
119,6.0,гальванический,захватывать
120,8.33,номинировать,назначить
121,8.67,номинировать,выбрать
122,5.0,превышение,вероятность
123,5.14,откровенничать,предать
124,0.67,откровенничать,развернуть
125,5.86,установить,инициировать
126,2.2,снисходить,акт
127,6.0,трицикл,велорикша
128,4.57,выписать,распространение
129,6.57,постмодернист,художник
130,7.86,ruralist,рустика
131,0.67,ruralist,адвокат
132,7.5,фокусник,чародейка
133,8.75,отвратительный,наступление
134,9.62,отвратительный,постылый
135,10.0,сравнение,сравнить
136,8.0,сравнение,analogize
137,8.43,маркетолог,продажа
138,3.25,hypercoaster,ролик
139,5.14,грош,оплата
140,7.17,бездушный,бестактно
141,5.0,гипермаркета,супермаркет
142,4.2,сливной,филиал
143,6.29,сливной,конвергентный
144,6.14,прихожая,дом
145,8.0,рассуждение,вывести
146,4.0,рассуждение,повторно спорить
147,5.43,вызов,страница
148,7.14,вызов,спрос
149,8.5,предопределить,предопределять
150,7.88,аванзал,номер
151,6.67,вогнутость,форма
152,7.67,вогнутость,перерыв
153,8.29,разархивирование,отстёгивать
154,4.2,ложка,containerful
155,7.71,делимый,делимый
156,6.33,гиперчувствительный,восприимчивый
157,6.33,примесь,подмешивание
158,4.83,примесь,отход
159,8.67,записаться,гравировать
160,1.86,начинать,клавесин
161,7.0,гипертекст,базы дать
162,6.83,наследство,приобретение
163,7.0,инфекционный,септический
164,9.25,инфекционный,заразный
165,9.22,точно,найти
166,7.6,капитализировать,прибыль
167,5.17,капитализировать,поставка
168,7.25,проследить,вернуться
169,0.38,мертвенность,качество
170,4.29,мертвенность,неэластичность
171,3.67,конформизм,законничество
172,10.0,штатив,штатив
173,3.0,надолго,носить
174,0.43,надолго,заполнить
175,8.0,неожиданный,без предупреждение
176,7.0,связующим звен,общаться
177,9.22,связующим звен,подключить
178,1.75,крикливый,убить
179,3.4,крикливый,нажать
180,6.88,одноколёсный,колесо
181,6.57,одноколёсный,велосипед
182,5.17,хранитель,повар
183,2.8,хранитель,работник
184,5.33,аутотрансплантат,графт
185,7.88,задерживать,замедляться
186,4.2,задерживать,остановиться
187,8.0,подсемейство,группа
188,8.44,инкрустировать,пальто
189,6.71,инкрустировать,украсить
190,8.8,бескрылый,нелетающий
191,5.5,внутривидовой,межвидовой
192,6.33,тоннельный,проникнуть
193,8.71,тоннельный,копать
194,3.75,подавитель,ген
195,9.22,подавитель,удерживать
196,8.67,разъяснять,подробно
197,8.88,разъяснять,подробно
198,8.33,юрк,энергичный
199,8.62,юрк,бодрить
200,9.67,богатый,богатый
201,7.86,насыщенный,важный
202,7.57,насыщенный,живой
203,7.43,бесполый,скучно
204,7.67,шутовской,юмористический
205,0.29,инквизитор,тыс.
206,7.8,инквизитор,дознаватель
207,7.83,экстраверт,extroversive
208,8.57,окончательность,убедительный
209,4.0,абракадабра,голландский
210,4.6,чемпионат,статус
211,6.22,чемпионат,конкурс
212,5.88,неделикатный,неприлично
213,7.33,неделикатный,безвкусно
214,6.29,шейхство,домен
215,8.2,скребок,летать
216,2.4,скребок,стрелять
217,6.38,отсталость,идиотизм
218,7.8,прерывный,разобщить
219,10.0,дешеветь,девальвировать
220,3.2,метеоризм,физический
221,9.78,ядовитый,токсичный
222,7.14,ядовитый,вредоносный
223,8.67,окутываться,обволакивать
224,8.67,бессильно,неэффективный
225,3.0,уклонизм,дезертирство
226,6.0,подушный,налог
227,5.71,назвать,метка
228,8.86,нелиберальный,узколобый
229,5.8,издание,еженощно
230,9.14,издание,публикация
231,8.0,дистиллят,жидкость
232,4.17,возвращаться,отказ
233,6.75,диктатура,государство
234,8.75,жаловать,предрассудок
235,6.17,послеледниковый,холодный
236,7.29,облагородить,честь
237,4.5,антициклон,высокий
238,8.4,цилиндрический,округлый
239,9.5,неполитический,аполитичный
240,7.83,обхват,размер
241,9.11,репозиция,двигаться
242,0.88,репозиция,уменьшить
243,5.4,библиотечное деть,положение
244,4.4,токопроводящий,полупроводящий
245,6.88,отскочить,пропустить
246,9.0,отскочить,отказ
247,8.5,просьба,запрос
248,7.29,конвертировать,автомобиль
249,0.38,конвертировать,безопасность
250,6.0,правоустанавливать,важный
251,7.33,детских сад,ребёнок
252,6.88,злой,обидчивый
253,7.75,злой,бурный
254,8.0,поганить,март
255,1.67,поганить,место
256,8.6,желание,желание
257,9.12,желание,тоска
258,7.25,обогнуть,круг
259,2.0,критичность,момент
260,7.29,критичность,актуальность
261,7.43,недоверчиво,недоверчиво
262,7.43,предполагать,подразумевать
263,6.75,предполагать,помещение
264,6.71,мэрия,положение
265,9.5,напарничество,дружба
266,0.5,примат,священник
267,9.38,всемогущий,мощный
268,9.78,почтовые ящик,почтового ящик
269,8.83,привлекательный,желательно
270,7.4,возникнуть,chronologize
271,8.4,выиграть,помочь
272,6.33,выиграть,получить
273,9.33,контрастивный,разный
274,5.4,контрастивный,антонимичный
275,7.75,интернировать,работа
276,7.43,интернировать,ограничить
277,9.44,крикливый,шумно
278,4.0,низость,недостоинство
279,7.12,серенада,выполнять
280,5.0,облапошить,играть
281,8.0,облапошить,флим-флама
282,9.33,безмерный,непредсказуемый
283,8.43,безмерный,бескрайний
284,6.0,поползновение,набег
285,2.75,поползновение,вход
286,8.0,дерегулирование,освобождение
287,6.62,дерегулирование,освободить
288,8.4,приемлемый,удовлетворительный
289,7.83,приемлемый,стандарт
290,5.71,приговорить,объявить
291,8.89,крик,кричать
292,8.67,крик,плакать
293,7.29,нежизнеспособный,мёртвый
294,6.71,оклеить,крышка
295,5.6,территориальный,солдат
296,6.29,территориальный,охранник
297,8.29,публиковать,сказать
298,8.67,восстанавливать,воссоздать
299,1.67,восстанавливать,рукополагать
300,7.0,межзвёздный,майор
301,8.0,разбросать,отдельно
302,7.22,переходить,иммигрировать
303,1.12,переходить,родиться
304,0.56,организация,южный
305,6.0,организация,коммуникабельный
306,4.5,адмиралтейство,отдел
307,7.0,адмиралтейство,положение
308,7.0,autobiographer,биограф
309,7.5,плановик,интриган
310,6.86,плановик,ноутбук
311,3.6,дополнение,составлять
312,2.6,дополнение,рычаг
313,7.25,сгорать,удар
314,8.29,сгорать,в огонь
315,8.38,яркость,интеллект
316,9.5,яркость,сияние
317,1.11,производить,вместе
318,6.43,резерв,назначить
319,8.62,резерв,удержать
320,6.33,неослабевающий,постоянный
321,3.6,неослабевающий,энергичный
322,7.75,дошкольник,ребёнок
323,1.25,фасовка,машина
324,6.14,фасовка,мастеровой
325,7.71,готовность,сердечность
326,8.89,недопустимый,неудовлетворительно
327,7.0,недопустимый,непрошенный
328,8.4,ненаправленный,бесцельный
329,8.4,повторность,размножение
330,4.4,повторность,процедура
331,6.5,дело,суд
332,8.0,продавец,продажа
333,5.4,фантаст,создатель
334,7.25,интерлинкс,общаться
335,8.38,интерлинкс,подключить
336,8.43,отрицательно,неблагоприятный
337,8.67,отталкивать,брезгливость
338,3.0,отталкивать,бой
339,4.8,человечность,качество
340,6.71,автофокус,оптический
341,0.38,и наоборот,интервью
342,0.14,и наоборот,предложение
343,9.33,непрерывный,непрерывный
344,6.86,гибридизоваться,порода
345,0.71,противоопухолевый,мозг
346,8.17,параллельность,сходство
347,6.88,близорукость,зрелище
348,5.5,линкор,дредноут
349,7.29,субарктический,заполярный
350,0.14,субарктический,калоша
351,2.29,терпение,собственна
352,6.57,непонимающий,недогадливый
353,8.78,сожалеть,каяться
354,7.62,моноплан,самолёт
355,3.83,круча,изменение
356,3.0,переливать,дышать
357,4.89,переливать,залить
358,6.25,гиперэкстензия,расширение
359,4.67,amazings,сюрприз
360,2.25,amazings,пенёк
361,2.0,погибнуть,изменение
362,7.71,веселие,весёлость
363,4.71,внешний вид,призрак
364,8.0,трансмиссивный,инфекционный
365,6.5,трансмиссивный,наследовать
366,2.4,пшеничный,источник
367,5.0,намагнитить,очарование
368,3.0,намагнитить,изменение
369,3.17,милитаризировать,изменение
370,6.0,осмотрительный,разумно
371,6.86,рассаживать,перевод
372,7.0,макроэволюция,эволюция
373,0.57,обойти,атака
374,6.86,обойти,перегнать
375,6.75,адвентизм,христианство
376,1.25,сапун,подводная лодка
377,8.62,сапун,передышка
378,4.4,образумить,сообщить
379,6.33,противоречить,отрицать
380,8.0,противоречить,преступить
381,6.29,преобразователь,устройство
382,7.5,исландский,скандинавский
383,8.0,неопределённость,спекулятивность
384,5.0,расцепляться,прочистить
385,3.33,обезболивать,гидрохлорид
386,4.4,ассоциативный,легион
387,9.0,ассоциативный,принадлежность
388,8.86,пышность,изобилие
389,6.0,каникулы,провести
390,7.33,выбирать,сравнить
391,9.78,выбирать,решить
392,6.0,провозгласить,государство
393,8.12,соучредитель,спонсор
394,9.11,мешать,помешать
395,6.4,мешать,плотина
396,6.5,несменяемый,штатный
397,1.0,незнакомец,человек
398,0.71,утилитаризм,учение
399,7.4,рекламирование,лесть
400,6.14,негражданин,путешественник
401,8.75,monsignori,священник
402,1.0,ссылка,применить
403,2.12,ссылка,помнить
404,7.38,макрокосмический,большой
405,8.11,функциональность,практичность
406,4.8,ложка,containerful
407,0.86,instructorship,положение
408,8.89,утвердить,разрешать
409,5.4,утвердить,утвердить
410,0.0,самописец,коробка
411,0.29,самописец,официальный
412,5.4,главенство,положение
413,6.2,учетные дать,документ
414,7.5,учетные дать,сертификат
415,7.88,изложение,государство
416,0.14,изложение,круглый
417,3.29,карамелизировать,преобразование
418,7.17,будет поручитель,проверить
419,8.5,будет поручитель,одобрить
420,5.0,уродство,внешний вид
421,6.0,ответственность,каузативный
422,9.25,неоспоримый,неоспоримо
423,7.14,пересмотреть,мера
424,9.11,колонизировать,поселиться
425,7.0,содействовать,помочь
426,5.33,религиозный человек,человек
427,5.71,санкционировать,дать
428,5.0,санкционировать,обратно
429,5.33,внушать,восприимчивый
430,6.0,тепло,покровительство
431,8.57,тепло,жара
432,5.0,относиться,фокус
433,5.57,относиться,помнить
434,5.86,кардинальность,количество
435,4.29,вращательный,трансформация
436,7.62,вращательный,circumvolution
437,4.38,totalism,политический
438,8.0,иррациональность,маразм
439,6.0,поглощение,плотность
440,4.14,внутримозговой,эмоциональный
441,9.86,отсоеденить,отдельно
442,5.29,внутримышечный,мощный
443,9.67,угроза,опасность
444,6.71,разложение,фрагментация
445,2.4,разложение,алгебра
446,8.67,автобиография,мемуары
447,7.33,бесхарактерный,обычный
448,4.25,раскольник,добросовестный
449,6.57,подвид,группа
450,8.62,невоспроизводимый,неповторимый
451,6.0,помочь,проверить
452,8.33,помочь,одобрить
453,6.67,приукрашивание,расширение
454,7.67,энциклопедический,комплексный
455,7.89,незаменимый,критический
456,7.5,незаменимый,надо
457,6.38,перелом,уничтожить
458,1.78,перелом,извратить
459,0.12,защемлять,джина
460,7.5,защемлять,обмануть
461,7.8,анаморфоз,эволюция
462,3.4,анаморфоз,копия
463,7.29,дисперсионный,дистрибутив
464,7.0,сгладить,руб.
465,4.86,переводчик,человек
466,2.0,переводчик,символист
467,8.57,луга,пастбище
468,9.0,получение,приобретение
469,5.75,непрофессиональный,выложить
470,6.43,посещаемость,частота
471,6.38,посещаемость,внешний вид
472,6.5,затягивание,продолжение
473,7.88,переваливаться,перевод
474,8.0,захватить,захват
475,7.43,захватить,обмануть
476,6.75,воскликнув:,звонить
477,7.78,воскликнув:,объявить
478,8.0,сносно,удовлетворительный
479,3.5,сносно,договорный
480,8.89,неопределяемый,невидимый
481,8.2,неопределяемый,незаметно
482,8.4,прочный,сносно
483,7.67,предполагать,спекулировать
484,6.44,предполагать,подозревать
485,5.75,язык transact,банк
486,4.57,выживальщик,человек
487,8.29,повышение,растить
488,6.4,повышение,вверх
489,9.22,фабриковать,сделать
490,4.2,фабриковать,думать
491,8.67,партнерство,партнёр
492,7.83,партнерство,отношение
493,7.12,микроорганизм,организм
494,8.8,невозможность,unattainableness
495,8.0,репрессировать,подавить
496,6.86,габаритный,многомерный
497,0.89,производительность,вселенная
498,6.83,производительность,музыкальный
499,5.0,феодализм,организация
500,8.67,бихевиорист,психолог
501,7.14,междометие,сломать
502,8.0,междометие,восклицание
503,0.56,последствие,положение
504,9.38,последствие,результат
505,7.83,дошкольник,ребёнок
506,6.0,бельё,одежда
507,6.71,subeditor,редактор
508,8.38,стандартизировать,регулировать
509,4.6,стандартизировать,мера
510,1.67,победитель,колотушка
511,2.75,уговор,предвыборная агитация
512,7.5,уговор,вера
513,2.33,конформация,баланс
514,4.75,конформация,кривизна
515,5.8,серьёзность,негодность
516,7.67,серьёзность,гравитация
517,5.8,обмен вещество,органический
518,8.44,репринт,воспроизвести
519,5.67,репринт,публикация
520,4.5,репликация,процедура
521,9.38,репликация,копирование
522,9.33,угонять,ограбление
523,9.0,угонять,захватить
524,7.62,выкуп,купить
525,8.67,посочувствовать,чувствовать
526,10.0,неподобающий,непригодный
527,5.0,неподобающий,неактуальный
528,9.5,победоносный,успешный
529,8.6,победоносный,непобежденный
530,8.6,заодно,объединяться
531,7.6,прожорливый,прожорливый
532,6.67,прожорливый,голодный
533,4.5,заворот,ненормальность
534,5.0,заворот,явление
535,9.62,ароматный,вкусный
536,9.67,вместительность,великодушие
537,9.38,очевидно,очевидно
538,9.0,очевидно,заметно
539,6.29,перестраховываться,застраховать
540,4.43,грубость,дикий
541,9.0,грубость,невежливость
542,0.86,инициализировать,разделить
543,3.4,инициализировать,определить
544,6.71,требование,обязанность
545,0.57,требование,дело
546,7.62,акробат,акробат
547,8.67,дизентерия,понос
548,6.71,окклюзия,тромбоз
549,7.71,реконструктор,актёр
550,2.4,изъязвляться,влиять
551,3.5,изъязвляться,изменение
552,9.12,пример,воплотить
553,3.67,пример,подробно
554,7.17,аттрактор,конферансье
555,7.0,макроэкономист,экономист
556,5.0,эксплуататорский,чахоточный
557,4.75,лекция,положение
558,5.6,автоматизировать,изменение
559,9.33,неподкупный,нетленный
560,7.0,усугублять,гнев
561,8.0,усугублять,распалить
562,8.17,постоянно,непрерывный
563,8.0,крестоносец,воин
564,6.0,крестоносец,боевик
565,3.5,образование,рейс
566,6.6,образование,подача
567,8.33,посвящение,давать
568,8.5,посвящение,подарок
569,7.83,неуклонный,надёжный
570,7.5,неуклонный,прямая
571,0.43,бесстрастно,голос
572,7.43,парадоксально,необъяснимый
573,9.78,лживый,нечестно
574,0.5,комиссионный,оборудовать
575,5.4,комиссионный,заказ
576,7.75,досужий,праздный
577,9.78,проблемный,неходовой
578,8.17,гиперчувствительность,чувствительность
579,8.33,пытливость,глупость
580,7.67,монограмма,символ
581,10.0,признать,признаться
582,8.0,дефлорация,портить
583,9.56,инновационность,оригинальность
584,7.29,импульс,сила
585,9.25,импульс,диск
586,6.4,однополый,сексуальный
587,8.6,анархист,радикальный
588,0.88,обрезание,банкет
589,4.5,светские львица,человек
590,8.56,перестановка,переупорядочение
591,8.71,неугасимый,ненасытный
592,9.62,взаимосвязанный,взаимодействовать
593,7.71,взаимосвязанный,связать
594,5.8,синтетический,логично
595,8.17,погребение,похороны
596,6.8,похитить,шанхай
597,8.56,шумный,юмористический
598,8.67,шумный,шумно
599,5.29,ученичество,положение
600,9.43,испаряться,выпарить
601,6.2,испаряться,изменение
602,6.33,память,напомнить
603,4.43,память,адрес
604,8.17,олицетворять,воплотить
605,5.88,олицетворять,типизировать
606,6.67,инбридинг,муфта
607,6.67,снисходительность,мягкость
608,8.78,снисходительность,милосердие
609,5.8,конечный,положить
610,8.88,пророческий,предсказательный
611,9.0,чопорный,неприступный
612,6.43,прокурор,агент
613,7.17,возбуждение,возбуждение
614,2.75,возбуждение,лихорадка
615,9.44,бездумный,невнимательный
616,1.22,неправда,заявление
617,8.0,преступление,нарушение
618,0.25,сторонник,трейдер
619,7.14,сторонник,сила
620,6.43,перемежать,цитата
621,7.6,перемежать,точка
622,0.62,транслокация,органический
623,1.38,транслокация,процедура
624,6.33,деформировать,изменение
625,7.0,деформировать,морф
626,7.86,атрибуция,обусловить
627,9.25,крикун,крикун
628,2.8,выделять,сделать
629,9.0,концерт,концерт
630,4.6,реформизм,учение
631,7.33,мочить,сметать
632,4.6,мочить,посыпать
633,0.25,воспаление,пол
634,8.43,перемешаться,смешивать
635,0.44,сбор,губка
636,6.5,сбор,куст
637,8.43,о,привлекать
638,5.6,хитро,косвенный
639,8.0,хитро,неблагонадёжный
640,0.75,приём,право
641,4.2,выполнение,импровизировать
642,0.22,выполнение,церковь
643,1.0,претендент,звонарь
644,5.0,свергнуть,толчок
645,4.8,свергнуть,за
646,9.71,бессознательный,бессознательный
647,7.14,бессознательный,неодушевлённый
648,7.71,бессмысленно,пустой
649,9.62,недвижимый,неподвижный
650,0.12,разблокировать,играть
651,6.2,разблокировать,поместить
652,5.33,ритмичность,ритм
653,7.67,смысл,смысл
654,5.75,глуповатый,послушный
655,5.75,глуповатый,пристыдить
656,7.5,безмерно,большой
657,7.67,эруптивный,активный
658,0.86,эруптивный,водный
659,0.86,transvestitism,практика
660,7.8,роялист,монархист
661,7.0,клеветнический,вредный
662,2.83,комод,комод
663,5.0,комод,приспособление
664,7.67,призыв,заручиться
665,7.33,обезлюдить,сокращаться
666,5.0,направить,ведущий
667,9.25,недоверчиво,сомневаться
668,9.44,недоверчиво,недоверчиво
669,8.67,гиперскоростной,скорость
670,4.25,междисциплинарный,nonindulgent
671,4.0,невербальный,численный
672,5.57,герметизировать,изменение
673,4.4,измерение,вискозиметрия
674,7.6,нефункциональный,бежать вниз
675,8.25,хороший,интенсивный
676,9.67,безмозглый,неинтеллигентный
677,7.14,мариновать,крутой
678,6.17,фрахтовщик,груз
679,4.8,терроризировать,принудить
680,8.67,терроризировать,стращать
681,8.33,молитвенный,благочестивый
682,8.57,посвящение,давать
683,8.25,посвящение,подарок
684,3.67,диагональ,линия
685,0.0,диагональ,гетеро
686,0.75,ингруппа,богема
687,9.33,неудобно,неуютный
688,8.11,неудобно,тревожный
689,6.71,гиперссылка,ссылка
690,1.14,терапевтический,акустический
691,7.17,терапевтический,целебный
692,8.29,обесцениваться,выкачать
693,7.0,интеллект,проницательность
694,2.0,интеллект,агентство
695,7.14,цинично,недоверчиво
696,5.0,автопилот,беспамятство
697,0.62,предписывать,запретить
698,4.2,предписывать,команда
699,7.14,перевыборы,выбор
700,0.25,ведать,поплавок
701,0.88,ведать,отлив
702,6.75,переселиться,иммигрировать
703,8.22,неосуществимый,невозможно
704,4.83,поэзия,писатель
705,5.0,германский,скандинавский
706,0.75,антирак,человек
707,7.5,брод,траверс
708,5.14,брод,глубокий
709,7.67,в покой,безмятежный
710,7.38,ковариантный,переменный
711,4.5,послелог,место
712,1.14,броский,крытый
713,7.14,броский,показушный
714,8.44,прорастание,прорастить
715,9.5,прорастание,растить
716,5.6,сплестись,стежок
717,5.67,сплестись,обвиваться
718,6.0,гипертекст,текст
719,7.0,выразимый,представимый
720,5.17,унициклист,pedaler
721,5.2,пространственность,собственность
722,0.14,акустический,средство
723,6.14,штамм,беда
724,1.25,штамм,стойка
725,2.67,резистор,сплиттереть
726,4.83,пастырство,положение
727,8.25,ярко,красочный
728,1.83,смазать,изменение
729,1.86,смазать,заполнить
730,9.57,уморительно,юмористический
731,4.6,покровский,молитва
732,7.25,евангелизм,возрождение
733,10.0,незамужний,невенчанный
734,8.0,глобализация,расширить
735,6.0,кофактор,соединение
736,8.0,напряжение,оживить
737,3.67,напряжение,изменение
738,7.75,реестр,зарегистрироваться
739,8.43,нереализуемый,невозможно
740,6.4,диссоциация,компартментализация
741,8.14,диссоциация,отделение
742,3.8,хватание,укус
743,8.17,хватание,жаловаться
744,9.38,успокоить,тиша
745,4.6,успокоить,сочинять
746,7.33,преобразить,изменение
747,9.78,скудость,раритет
748,9.78,разъедать,распад
749,9.88,разъедать,корродировать
750,4.17,чудовищно,паника
751,7.5,пилот,пилот
752,3.83,проанализировать,синтезировать
753,5.86,проанализировать,опрос
754,3.5,роды,беременность
755,8.5,роды,сдержанность
756,5.6,горделивый,приподнять
757,10.0,горделивый,гордый
758,4.6,комод,комод
759,6.0,комод,место
760,2.8,текучесть,худоба
761,8.22,текучесть,изменчивость
762,4.0,интернационализировать,контроль
763,4.8,интернационализировать,изменение
764,3.0,академизм,традиционализм
765,8.33,буйство,энергичный
766,5.14,буйство,хулиганство
767,2.2,осуществить,носить
768,0.62,осуществить,ничья
769,6.86,подзаголовок,заголовок
770,7.57,просвистеть,звук
771,7.33,независимость,независимый
772,6.2,независимость,победа
773,8.33,проводимость,электрический
774,9.5,неконтролируемый,разгул
775,8.57,выборочно,эксклюзивный
776,8.4,выборочно,разборчивый
777,8.43,свершение,удовлетворение
778,8.56,свершение,самореализация
779,8.8,преднамеренность,планирование
780,5.8,руководство,положение
781,6.33,проживать,заполнить
782,7.83,проживать,остановиться
783,0.62,коэффициент,собственна
784,9.12,алгебраист,математик
785,4.83,утопление,тушить
786,2.4,утопление,крышка
787,5.29,разбивка лагерь,заполнить
788,0.71,простатический,критика
789,0.62,простатический,радио
790,0.33,нарушение,летать
791,0.67,нарушение,наблюдать
792,4.5,стихание,перевод
793,6.25,ориентироваться,перепрофилировать
794,5.12,штемпель,маркер
795,8.67,штемпель,штамп
796,8.4,создание,организация
797,7.2,создание,начать
798,7.5,в исполнение,солист
799,8.33,институализировать,госпитализировать
800,6.14,вербализовать,восторг
801,9.44,вербализовать,говорить
802,7.33,докладчик,коммуникатор
803,5.6,докладчик,адвокат
804,7.5,подавление,подавить
805,8.0,подавление,угнетать
806,4.6,склад,предполагать
807,6.83,склад,помещение
808,5.0,обхитрить,перегнать
809,0.0,сад,раковина
810,4.57,сад,клонить
811,3.5,фосфатный,пить
812,5.33,фосфатный,натрий
813,0.71,дирижабль,торговля
814,0.43,подводник,bluejacket
815,6.12,заразительно,язва
816,6.57,подповерхностный,подводная лодка
817,7.0,расширять,длинный
818,7.33,повышения квалификация,напиток
819,1.38,повышения квалификация,юридический
820,5.2,сезонный,благоприятный
821,6.5,moderatorship,положение
822,9.5,скромность,скромно
823,7.2,предрешение,оценить
824,7.86,бездорожный,недоступный
825,1.25,объективизация,изменение
826,8.0,излагать,уточнить
827,0.86,излагать,помещение
828,6.0,неисполнение,халатность
829,0.11,акустик,средство
830,3.2,акустик,физик
831,4.25,желтоватый,хроматический
832,3.4,посчитаться,статистика
833,0.75,посчитаться,справочник
834,9.22,добросовестный,осторожный
835,5.67,составить,сделать
836,2.5,составить,работа
837,7.57,растительный,рост
838,7.71,растительный,лес
839,8.2,неблагоприятный,неблагоприятный
840,6.33,неблагоприятный,дискриминационный
841,7.67,вокализм,голос
842,0.67,вокализм,система
843,4.83,воздержание,самодисциплина
844,7.5,неумеренный,чрезмерный
845,7.17,стажировка,положение
846,6.67,translunar,небесный
847,5.2,идеальность,качество
848,6.83,значение,momentousness
849,7.17,значение,примат
850,3.86,раздражающе,двигаться
851,2.6,раздражающе,конфликт
852,7.83,нежный,эмоциональный
853,6.6,повторное открытие,открытие
854,7.25,микрофоссилия,ископаемое
855,8.17,несведущий,невежество
856,8.14,несведущий,неосведомленный
857,5.6,командование,положение
858,8.5,аутоиммунитет,аутоиммунный
859,8.33,незащищенный,уязвимый
860,6.67,собранный,взять
861,7.71,собранный,загон
862,8.6,изолировать,изолировать
863,6.57,керамистый,мастер
864,5.17,чайная ложка,containerful
865,8.0,миграционный,эмиграция
866,4.5,миграционный,человек
867,8.6,новизна,бренд-новизна
868,2.75,ограничивать,содержание
869,6.38,без руль,бесцельный
870,7.8,интернационал,иностранный
871,7.38,изловчиться,сюжет
872,7.14,изловчиться,сделать
873,9.0,бесспорный,неоспоримый
874,4.86,заменять,упредить
875,7.14,беззаботность,бессердечность
876,8.44,беззаботность,беззаботность
877,5.67,преобразование,религиозный
878,8.43,разродиться,сделать
879,6.29,побуждение,мотивация
880,6.14,побуждение,вызывать
881,5.2,освятить,люстрировать
882,6.83,освятить,объявить
883,8.67,эффективность,мощный
884,0.71,удерживать,химический
885,3.43,удерживать,нацист
886,9.0,неточный,неточный
887,4.67,геральдистый,аплодировать
888,4.8,геральдистый,сказать
889,8.5,сладковатый,сладкий
890,4.25,босоногий,малопродуктивный
891,6.2,последователь,хвост
