,similarity,word1,word2
72,0.5,древесина,одеяло
73,1.25,солдат,мир
74,3.33,английский,американский
75,3.25,ящерица,крокодил
76,3.42,деньга,наличный
77,3.5,пол осьминог,осьминог
78,2.08,календарь,праздник
79,3.0,база,химические вещество
80,0.0,правительство,ящерица
81,1.58,йена,отмывание денега
82,3.92,deepmind,компания google deepmind
83,1.67,шахматы,проверить
84,1.33,сонет,красота
85,1.75,работник,офис
86,1.67,валюта,обмен
87,3.08,полиэстер,хлопок
88,2.5,трибунал,справедливость
89,3.25,хвост,задний
90,0.0,авария,книга
91,2.75,шквал,ветер
92,1.58,фортепиано,гармония
93,1.5,султан,министерство
94,2.42,пустыня,дюна
95,2.67,умножение,отдел
96,1.58,вирус,кровь
97,0.0,ледниковый период,устать
98,0.0,меч,среда
99,1.5,начальная школа,ручка
100,1.67,сверчок,сторонник
101,3.83,скульптура,статуя
102,3.58,веб-браузер,mozilla и firefox
103,0.0,фокстерьер,канон
104,1.67,эйч,великобритания
105,3.08,библия,евангелие
106,1.0,платье,танец
107,3.92,массив,список
108,3.5,клетка,блокировка
109,2.5,эссе,домашнее задание
110,3.33,компьютер,машина
111,3.25,панда,белый медведь
112,1.75,невроз,ум
113,0.0,кампания,обезьяна
114,0.0,постоянная фарадеть,рюкзак
115,2.33,дворец,небоскрёб
116,3.0,вертолёт,самолёт
117,3.25,кембриджский университет,оксфордский университет
118,1.42,флаг,полюс
119,2.33,окно,крыша
120,2.5,карточная игра,фрисби
121,3.42,вредоносные программа,червь
122,2.58,планета,звезда
123,3.42,бегун,спортсмен
124,0.0,калибр,зонтик
125,0.5,беспроводной доступ в интернуть,викиликс
126,2.0,засуха,вода
127,0.08,аэропорт,кусок
128,3.42,оркестр,группа
129,4.0,мохитый,мохитый
130,2.42,учебный план,экзамен
131,2.42,теорема,теория
132,3.0,йоу-йоу,игрушка
133,2.58,пурга,дождь
134,3.58,историк,историограф
135,1.75,сименс,электропоезд
136,2.83,век,год
137,3.5,сплав,сталь
138,3.58,судья,судья
139,0.17,хаос,класс
140,1.75,дистанционное образование,интернет
141,0.42,песок,нога
142,2.83,мвф,дойче банк
143,3.17,хранитель,раз
144,0.58,шелкопряд,шелковый путь
145,0.58,свобода,оазис
146,0.67,цитоплазма,цифра
147,3.5,протестант,христианин
148,2.33,леонардо да винч,последний ужин
149,1.0,карта,площадь
150,3.5,парламент,конгресс
151,1.17,фандрайзинг,развитие
152,3.08,патология,гематология
153,2.0,долина,депрессия
154,0.25,телескоп,стул
155,1.42,тяжелый металл,этап
156,1.5,глобализм,виза
157,2.33,летучая мышь,вампир
158,2.83,заместитель,офицер
159,0.42,электричество,дело
160,3.67,иностранец,чужеземец
161,1.42,кнопка,швейная машина
162,0.0,мастер,кабель
163,0.0,философ,гонка
164,1.5,попкорн,кино
165,2.25,сельское хозяйство,завод
166,2.33,поэт,журналист
167,0.83,погода,волна
168,1.5,цивилизация,образ жизнь
169,2.75,снег,лёд
170,0.08,второй мировой войный,бетховен
171,4.0,материнская плата,материнская плата
172,0.33,клуб,марк
173,2.92,александр великий,покоритель
174,0.42,приложение,галактика
175,0.0,облачные вычисление,дождь
176,1.58,телевизор,актёр
177,2.42,дельта,мор
178,3.92,пряжа,нить
179,1.42,пешеходный переход,человек
180,0.0,белок,ручка
181,0.42,u2 ть,рональдо
182,2.58,яблоко,для iphone
183,1.83,мятный,гум
184,2.83,плакат,бумага
185,0.0,юнисеф,корень
186,3.42,ксенофобия,расизм
187,0.33,вуди аллен,объектив
188,2.08,лампа,джинн
189,0.92,военно-морской флот,остров
190,2.0,стена,замок
191,2.33,динозавр,слон
192,0.67,часовая башня,камень
193,1.5,ближнем восток,евфрат
194,3.58,луг,пастбище
195,3.17,гитара,скрипка
196,2.67,дипломатия,переговоры
197,0.75,гравитация,метеор
198,1.83,коэффициент интеллект,менс
199,3.17,юнион джек,флаг
200,3.92,землетрясение,тремор
201,2.75,актив,акция
202,1.75,иврит,иерусалим
203,1.92,пасмурно,прогноз
204,2.83,словарь,энциклопедия
205,1.0,мятный,музей
206,3.08,стул,табурет
207,0.0,испанский,влага
208,3.5,мочь,бутылка
209,2.92,летать,муравей
210,1.92,миф,сатира
211,0.75,центр город,автобус
212,1.92,хвост,боинг 747-200
213,2.33,художественное произведение,художник
214,3.0,нато,альянс
215,3.67,король,правитель
216,3.58,ритм,каденция
217,2.5,александр флеминг,пенициллин
218,2.08,флейта,музыка
219,1.33,серая цаплить,озеро
220,1.92,вязкость,всплеск
221,1.67,оборудование,дело
222,1.25,кольцо,участие
223,2.92,латинский,немецкий
224,1.75,рабочий класс,завод
225,3.0,шекспир,диккенс
226,0.0,бумажные деньга,священник
227,1.08,инструмент,работа
228,3.42,карликовый кабанчик,suidae
229,0.08,избирательное право,выход
230,1.58,звезда,яркость
231,0.0,форель,гитара
232,1.75,доллар,миллионер
233,3.92,цифра,количество
234,0.42,гейл,одеяло
235,3.08,обама,клинтон
236,1.67,второстепенным персонаж,фильм
237,3.0,ювентус,бавария мюнхен
238,1.58,изменения климат,осадок
239,0.42,ия,аккумулятор
240,2.67,шедевр,мона лиза
241,2.75,преступление,атака
242,0.0,коронация,вода
243,1.75,вокалист,персонал
244,1.67,решающий,баскетбол
245,2.33,вооруженных сить,оборона
246,0.83,озеро,облако
247,0.08,монастырь,душа
248,3.17,родной язык,язык
249,0.08,гавань,фантик
250,2.67,демон,ангел
251,2.33,криптограмма,символ
252,2.92,кампус,университет
253,4.0,свобода,свобода
254,3.83,тайфун,циклон
255,3.92,справочник,путеводитель
256,4.0,эбола,вирус эбол
257,0.08,принцесса,бисквит
258,3.5,поезд,трамвай
259,0.92,экосистема,экономика
260,0.92,царствующая королевый,шахматная королевый
261,3.0,золото,цинк
262,0.25,курсор,стружка
263,3.08,амазонка,лес
264,0.58,теннис,статистика
265,2.25,больцано,теорема
266,0.08,высота,преобразование
267,0.25,лодка,дерево
268,1.0,трон,меч
269,1.83,хлопок,свитер
270,3.0,вишня,клубничный
271,2.5,ислам,коран
272,0.0,неандерталец,спорт
273,1.42,кумовство,король
274,2.67,характер,человек
275,2.33,танк,автомобиль
276,3.17,ртуть,юпитер
277,1.67,бронхит,ацетаминофный
278,2.0,кровь,тело
279,1.92,исламофобия,исида
280,1.17,крючок,униформа
281,0.67,в hadoop,сенсорный экран
282,2.08,ископаемого топливый,ископаемое
283,0.75,мутант,социобиология
284,2.67,сестра,брат
285,1.08,карандаш,история
286,4.0,экзема,дерматит
287,3.67,император,губернатор
288,0.25,корона,ключ
289,1.67,алгебра,операция
290,2.33,поршень,двигатель
291,2.42,стипендия,обучение
292,3.17,книга,рукопись
293,3.0,лантан,львиный зев
294,2.33,черная дыр,вакуум
295,1.83,персидской империя,сайрусый
296,2.42,редакция,новость
297,0.08,украшение,конверт
298,2.25,китовая акул,лобстер
299,4.0,кукуруза,кукуруза
300,2.25,биполярное расстройство,проблема
301,2.67,кислота,база
302,1.42,абсолютный ноль,пара
303,0.0,зеленая революция,краска
304,1.5,операционная система,глубокое изучение
305,1.0,международная математическая олимпиада,теория
306,0.83,эль-ниньо,экватор
307,0.0,значок,стекло
308,1.0,особняк,скульптор
309,2.58,атмосфера,озон
310,3.67,щит,щит
311,1.75,монета,оплата
312,1.17,овёс,пол
313,0.33,монах,крест
314,1.42,канонерка,побережье
315,1.75,рок,шахта
316,1.0,легенда,моральный
317,3.75,чемпион,победитель
318,3.0,костя,куб
319,1.83,топология,структура
320,0.25,часовня,кабель
321,0.0,денежный поток,река
322,3.5,серийный убийца,убийца
323,0.0,матрица,молекула
324,3.17,мода,стиль
325,2.33,вексиллология,флаг
326,2.17,маастрихтский договор,европа
327,3.25,гейзер,весна
328,3.58,сахароза,углевод
329,3.83,пляж,побережье
330,3.25,фондовый рынка,фондовая биржа
331,1.58,традиция,ремесленничество
332,1.92,роман,писатель
333,1.75,сэндвич,метро
334,2.67,акустик,звук
335,2.33,фехтование,гимнастика
336,0.0,писатель,подарок
337,0.08,лесна,тайгер вудс
338,0.67,облако,окно
339,3.08,в формате jpeg,формат pdf
340,3.33,директор,босс
341,1.17,налог,квартал и месяц
342,2.42,опыление,тычинка
343,3.33,видеоигра,pc игра
344,2.33,лечение,хирургическая операция
345,2.67,пэдди,картофель
346,1.83,конспектирование,назначение
347,0.33,лис,клетки кровь
348,3.92,хлорид натрия,соль
349,2.17,доход,качество жизнь
350,3.5,быть,намерение
351,0.17,компас,слон
352,1.0,продолжение,камера
353,3.92,фильм,фильм
354,1.75,сержант,пистолет
355,0.75,мельница,семя
356,1.17,мороженое,завтрак
357,2.33,ключ,замок
358,3.92,телефон,телефон
359,3.75,детский сад,дошкольный
360,0.42,западный мир,западное соединение
361,2.25,сеянец,лист
362,3.08,дождь,град
363,2.33,счастие,печаль
364,3.33,шелкопряд,гусеница
365,3.0,серфинг,водные виды спорт
366,3.17,автомобиль,грузовик
367,0.25,еда,программа
368,3.42,графический роман,комикс
369,3.08,змея,ящерица
370,0.0,ананас,смартфон
371,3.42,обои,фон
372,0.08,цельсий,майкрософт
373,0.75,совместить,сахарного тростник
374,0.75,джинса,женщина
375,2.83,матрица,вектор
376,4.0,углекислый газ,со2
377,2.5,тренер,плеер
378,2.33,камень,древесина
379,1.08,зарядное устройство,диск
380,3.5,рукопись,статья
381,2.42,в gmail,компания yahoo
382,3.17,конденсатор,диод
383,3.17,коррупция,мошенничество
384,3.92,кока-кола,кокс
385,3.17,платон,аристотель
386,2.58,холодная войный,ссср
387,2.0,сопло,жидкость
388,0.0,фонология,экран
389,1.67,зара,леггинс
390,4.0,футбол,футбол
391,3.92,зародыш,возбудитель
392,1.17,республика,герцог
393,3.0,мяч,сфера
394,0.0,моцарт,звездные войный
395,1.33,маска,участник
396,4.0,гранд кражи автоматический,гта
397,3.42,шоссе,дорога
398,2.0,цепная реакция,термодинамика
399,0.0,иллюстрация,блистер
400,2.92,антропология,археология
401,0.0,делла,дингл
402,0.25,сок,ложка
403,2.5,компания pfizer,препарат
404,0.67,грузовик,посылка
405,2.75,рецептор,молекула белка
406,0.0,google диск,водитель
407,1.67,миллиардер,бездомный
408,2.83,эпизод,глава
409,2.33,бесконечность,ноль
410,3.42,слуга,раб
411,3.33,суффикс,аффикс
412,2.42,глобальное потепление,тепло
413,3.92,гормон рост,соматотропин
414,0.83,небо,мечта
415,0.42,цена предложение,лондон
416,1.67,удобрение,рост
417,2.5,хэштег,тема
418,3.17,орион,созвездие
419,0.17,ницше,челси
420,1.5,взаимное уважение,конкурс
421,3.0,филиал,рука
422,0.08,жертва,телефон
423,0.5,стандартное отклонение,накопление
424,2.08,лавина,снег
425,2.0,учитель,студент
426,1.5,крупный рогатый скот,йогурт
427,3.92,сексизм,гендерная дискриминация
428,0.0,южный полюс,танец
429,3.33,прокурор,адвокат
430,2.5,ракетка,мяч
431,3.25,банковский кредить,долг
432,1.58,перспектива,расстояние
433,0.5,федерер,дилан
434,0.33,адвокат,галерея
435,2.67,продолжительность жизнь,статистический показатель
436,1.83,клеточная мембрать,провирус
437,2.0,европейский союз,москва
438,2.17,мир,азия
439,3.17,краска,фотошоп
440,1.83,сенат,конституция
441,1.0,петрушка,сдоба
442,3.83,ум,мозг
443,3.17,мерседес,опель
444,0.0,молоток,зуб
445,4.0,ренессанс,возрождение
446,1.0,юбка,смотреть
447,2.75,опера,кино
448,3.83,учитель,инструктор
449,0.08,солнце,кабель
450,2.0,рецессия,ввп
451,3.92,цезарь,юлий цезарь
452,0.67,пациент,сессия
453,2.17,бихевиоризм,терапия
454,1.25,император,конституция
455,0.08,математик,показать
456,1.75,энтропия,информация
457,3.17,розовая вод,розовое масло
458,3.5,цитрусовый,грейпфрут
459,1.75,королева виктория,англия
460,0.83,олимпийские игра,дух
461,1.67,епископ,мусульманин
462,1.0,человек,подозревать
463,1.83,метеорит,земля
464,3.42,символ,знак
465,0.08,антропология,нью-йорк
466,0.0,закат,таблица
467,3.75,город,город
468,0.0,куртка,минеральные вод
469,3.0,природа,флор
470,2.67,подпрограмма,компилятор
471,2.58,хамадан,рим
472,0.17,зонтик,обогреватель
473,3.25,честь,почитай
474,0.58,знак,достоинство
475,3.17,в kfc,макдональдс
476,0.67,джойстик,радар
477,3.58,басмати,жасминовый рис
478,0.42,медаль,тренер
479,0.08,закон,плавательный бассейн
480,0.0,источник,коробка
481,0.0,театр,аккумулятор
482,0.0,флор,веб-браузер
483,3.25,рубашка,кардиган
484,1.42,стихотворение,ритм
485,2.58,пророк,священник
486,0.08,оскар,стадион
487,3.25,нард,идти
488,1.25,бабочка,роза
489,1.58,забор,прыжок
490,0.17,нигилизм,фильм
491,2.25,астероид,звезда
492,0.08,бунт,рисунок
493,1.25,нижнее бельё,тело
494,2.83,боинг,самолёт
495,2.42,камея,производительность
496,3.83,семестр,термин
497,3.0,оранжевый,цитрусовый
498,1.58,ледник,глобальное потепление
499,2.0,тоннель,путь
