,similarity,word1,word2
139,6.31,определить,понимать
140,6.31,стинг,уколоть
141,9.63,поиск,искать
142,8.3,опровергнуть,неприязнь
143,4.32,тянуть,отсоединить
144,0.33,не верить,верить
145,2.16,худой,осень
146,6.31,получить,захватить
147,5.15,контроль,держать
148,9.63,изменить,изменение
149,5.98,похитить,взять
150,8.63,беспокоить,прервать
151,7.64,кажется,появляться
152,2.99,повторить,делать
153,8.13,сочинять,создать
154,6.31,оправдать,доказать
155,0.5,отдельно,совместить
156,5.15,дезинтегрировать,растопить
157,4.81,иметь,держать
158,0.33,убить,жить
159,7.64,спускаться,ниже
160,0.33,опровергнуть,согласиться
161,5.98,запустить,спешить
162,6.97,пожинать,получить
163,1.49,руб.,держать
164,0.5,отделка,начать
165,7.3,тянуть,буксировать
166,3.17,своп,дать
167,8.13,досадить,усугубить
168,3.92,ухудшаться,исчезать
169,5.48,поход,след
170,6.14,вычислить,добавить
171,3.65,тянуть,штамм
172,8.13,нападение,нажать
173,7.97,вдыхать,дышать
174,5.48,ябеда,ложь
175,6.97,щётка,краска
176,2.16,хотеть,получить
177,4.81,создать,представьте себ
178,6.47,путешествие,двигаться
179,5.13,желание,нужно
180,7.47,рационализировать,думать
181,4.48,скрыть,отрицать
182,8.13,увеличение,поднять
183,2.66,говорить,критиковать
184,5.64,определить,открыть
185,5.15,думать,понимать
186,6.31,бум,авария
187,2.11,заменить,исправить
188,4.15,осень,погружение
189,6.31,держать,резерв
190,3.15,взрывать,взрываться
191,5.98,растяжение,штамм
192,7.3,ответить,говорить
193,0.83,жалеть,забыть
194,7.97,путешествие,идти
195,0.91,бежать,бой
196,2.99,замочить,отбеливатель
197,6.94,принять,разрешить
198,0.33,добавить,уменьшить
199,5.48,сохранить,депозит
200,5.15,прыжок,погружение
201,4.32,больно,уколоть
202,6.64,скрыть,репрессировать
203,4.98,принести,носить
204,2.49,получить,задать
205,6.97,спин,поворот
206,3.98,переполнение,заполнить
207,6.14,обидеть,заморачиваться
208,0.5,сломать,заменить
209,1.0,запустить,скрыть
210,8.8,начать,начать
211,4.81,портить,погибнуть
212,0.91,плетение,диск
213,6.14,подготовить,повар
214,4.65,притворяться,подражать
215,4.07,потерять,забыть
216,6.81,охота,убить
217,8.8,давать,разрешить
218,4.98,смотреть,появляться
219,7.14,буксир,сопляк
220,4.32,погружение,плавать
221,3.82,танец,взмах
222,0.83,шёпот,орать
223,4.65,салют,признать
224,4.15,стать,сделать
225,5.31,пугать,сюрприз
226,6.81,взмах,двигаться
227,1.49,идти,отправить
228,7.3,поплавок,дрейф
229,7.55,двигаться,сдвиг
230,6.31,выговор,правильно
231,7.47,оставить,эвакуировать
232,6.64,сжимать,держать
233,0.5,концентрат,бродить
234,7.14,предположим,думать
235,2.99,сплит,оставить
236,1.33,получить,положить
237,2.32,получить,отправить
238,4.32,начать,ввести
239,7.64,звонить,орать
240,3.49,повар,микс
241,8.47,насмешка,подразнить
242,6.97,связать,подключить
243,2.32,развлекать,наслаждаться
244,9.79,ответ,ответить
245,7.8,атака,бить
246,3.15,выселить,бросить
247,3.15,хруст,поп
248,0.83,шить,рипа
249,5.15,звонить,ответить
250,0.0,потерять,найти
251,0.83,отклонить,принять
252,4.15,запустить,эвакуировать
253,9.79,спешить,раш
254,0.33,защищать,преследование
255,1.49,убедить,ложь
256,7.8,ниже,деградировать
257,5.81,наслаждаться,отдохнуть
258,8.13,дезинтегрировать,растворить
259,6.14,ввести,показать
260,7.64,хотеть,тосковать
261,5.81,замечание,говорить
262,0.66,поплавок,утопить
263,3.32,сидеть,ложь
264,4.81,умереть,утопить
265,8.47,совместить,интегрировать
266,3.65,появляться,посмотреть
267,6.31,мазать,протереть
268,8.13,оскорбление,обидеть
269,8.3,усугубить,раздражать
270,5.31,поток,залить
271,3.15,играть,качели
272,2.82,спрос,нужно
273,1.99,капать,раковина
274,1.83,признаться,ложь
275,8.63,помнить,сохранить
276,0.33,раковина,поплавок
277,3.32,напомнить,думать
278,6.97,сказать,поручить
279,1.16,взять,заменить
280,9.13,уничтожить,снести
281,4.48,исчезать,отбеливатель
282,4.65,запустить,побег
283,6.64,злоупотребление,пренебрежение
284,3.82,взять,выбрать
285,4.32,летать,запуск
286,9.13,помнить,напомнить
287,8.3,сказать,говорить
288,3.32,кипятить,мальков
289,8.63,освободить,оставить
290,6.14,держать,держать
291,4.81,показание,признаться
292,5.48,задержка,ждать
293,2.32,зевок,стрейч
294,7.3,сделать,сочинять
295,4.15,сделать,делать
296,0.15,пить,рвота
297,2.99,гриль,сжечь
298,7.97,захватить,держать
299,2.66,дым,кашель
300,1.49,снова,исчезать
301,4.48,думать,пауза
302,6.14,помочь,участие
303,4.15,бой,убить
304,7.47,рост,лифт
305,7.97,своп,изменение
306,2.32,ползать,лезть
307,1.99,посмотреть,слушать
308,2.49,выиграть,бой
309,1.66,прыжок,осень
310,7.3,удар,удар
311,5.64,бить,больно
312,6.14,идти,бежать
313,8.3,смесь,микс
314,3.82,встретиться,присутствовать
315,0.33,осень,рост
316,8.0,помочь,помочь
317,1.49,лезть,осень
318,5.81,сжечь,растопить
319,2.66,взять,просить
320,0.66,дать,просить
321,4.65,давать,релиз
322,7.97,увеличение,добавить
323,1.49,выгрузить,носить
324,5.81,говорить,дискуссия
325,3.65,описать,писать
326,0.83,слушать,сказать
327,8.8,доза,сон
328,1.83,удар,стрелять
329,8.47,понять,понимать
330,0.83,уничтожить,ремонт
331,1.0,принять,отрицать
332,7.47,совместить,присоединяться
333,5.15,присоединяться,собрать
334,8.3,отрицать,отклонить
335,3.32,согнуть,поворот
336,2.66,выселить,двигаться
337,4.98,сказать,показание
338,5.15,определить,значит
339,4.65,триумф,поражение
340,0.33,остановка,свисток
341,2.82,умереть,авария
342,7.14,понимать,открыть
343,2.32,думать,попробовать
344,5.15,руб.,решётка
345,7.3,перетащить,тянуть
346,2.16,заклинание,говорить
347,6.14,удалить,выселить
348,3.98,выиграть,награда
349,5.31,скрыть,хоронить
350,8.63,получить,получить
351,1.16,простить,жалеть
352,1.66,скрыть,найти
353,3.65,отдохнуть,стрейч
354,3.15,посмотреть,прищур
355,9.79,бежать,побег
356,0.5,сопляк,уколоть
357,3.32,носить,выветривать
358,2.66,отход,бросить
359,3.98,хоронить,забыть
360,8.3,сорвать,досадить
361,2.82,узнать,учить
362,1.83,приходить,принести
363,6.47,ждать,остановиться
364,2.16,лопнуть,смех
365,8.96,смотреть,проверить
366,5.81,изобразить,играть
367,2.32,потерять,поражение
368,9.46,воровать,роба
369,3.49,пересадка,удалить
370,0.66,говорить,слушать
371,5.81,думать,вычислить
372,2.99,наказать,отрицать
373,5.15,решить,вычислить
374,7.3,организовать,подготовить
375,7.14,переполнение,разлив
376,9.3,разогнать,распространение
377,4.32,задать,предлагать
378,1.33,прогулка,говорить
379,5.64,тост,сжечь
380,6.19,преследовать,пугать
381,6.47,пить,глотка
382,5.15,защитить,помочь
383,2.32,признать,дать
384,1.0,остановиться,приходить
385,4.48,выиграть,отделка
386,5.64,осуждать,ненавидеть
387,6.14,худой,взмах
388,8.13,убить,аннигилировать
389,5.15,хотеть,надеяться
390,0.66,слайд,показать
391,7.97,умора,верещать
392,7.8,присоединяться,интегрировать
393,0.5,разрешение,отрицать
394,0.5,подавиться,глотать
395,1.49,запах,потеть
396,1.83,держать,урвать
397,6.14,заниматься,идти
398,2.66,посыпать,залить
399,2.82,сохранить,восстановить
400,7.47,делать,выполнять
401,8.3,развивать,создать
402,6.97,поставка,дать
403,7.64,получить,иметь
404,9.3,смотреть,наблюдать
405,6.31,заработать,получить
406,5.64,замочить,утопить
407,4.48,захватить,контроль
408,7.55,вдуматься,отражать
409,3.49,рэп,говорить
410,6.81,изменение,заменить
411,7.14,запретить,остановка
412,0.5,построить,уничтожить
413,8.47,выбрать,избрать
414,3.32,выжить,борьба
415,6.64,авария,развалина
416,3.82,релиз,идти
417,9.13,снижение,ниже
418,5.64,оставить,побег
419,5.31,жалеть,волноваться
420,7.64,держать,обнять
421,6.64,толчок,призывать
422,5.15,запустить,заряд
423,5.31,дрейф,двигаться
424,4.32,косить,пахать
425,7.64,полоскать,мыть
426,6.14,сделать,развивать
427,6.31,посетить,путешествие
428,0.66,получить,дать
429,5.31,печать,пресс
430,2.99,уволить,идти
431,5.98,экспресс,сказать
432,0.33,сломать,подключить
433,3.98,травить,двигаться
434,6.47,исчезать,погибнуть
435,2.49,взгляд,смотреть
436,0.17,ненавидеть,уважение
437,8.8,сомневаться,не верить
438,4.15,убедить,задать
439,5.64,бить,плохо обращаться
440,9.3,ложь,обмануть
441,8.13,строчить,ничья
442,0.33,захватить,релиз
443,5.15,комфорт,отдохнуть
444,1.16,пот,дрожь
445,1.16,существовать,умереть
446,7.47,стремиться,попробовать
447,8.3,воспринимать,понимать
448,7.3,выжать,давка
449,6.14,решить,найти
450,2.82,показать,танец
451,5.98,развлекать,петь
452,6.47,стрейч,тянуть
453,7.97,отложить,отделка
454,3.82,думать,определить
455,8.3,успокоить,консоль
456,5.43,беспокоить,проснуться
457,3.15,отделка,уменьшить
458,2.49,говорить,молиться
459,4.98,остановка,корзина
460,6.31,прыжок,хоп
461,4.98,слеза,снести
462,2.49,удар,поп
463,1.83,принять,отказать
464,4.81,вернуться,напомнить
465,9.63,учить,воспитывать
466,5.64,верить,принять
467,4.23,атака,убить
468,6.97,сохранить,резерв
469,5.31,проверить,найти
470,9.3,снести,развалина
471,3.65,сказать,предлагать
472,2.66,азартные игра,выиграть
473,4.15,отражать,посмотреть
474,7.97,сплит,трещина
475,3.98,получить,узнать
476,9.79,понимать,понять
477,4.81,консоль,помочь
478,5.48,платить,купить
479,2.49,доставить,взять
480,5.43,понять,воспринимать
481,4.81,ябеда,скользить
482,8.47,восстановить,ремонт
483,9.46,купить,купить
484,5.81,сделать,воспроизвести
485,2.32,наказать,запретить
486,7.24,смотреть,изучить
487,9.63,потеть,пот
488,6.47,судья,осуждать
489,0.5,двигаться,остановиться
490,8.13,кляча,жаловаться
491,1.33,слушать,узнать
492,5.81,отступление,скрыть
493,0.17,удалить,добавить
494,5.81,предположим,полагать
495,6.81,признать,признать
496,6.97,отклонить,неприязнь
497,2.16,повиноваться,команда
498,1.16,выиграть,играть
499,4.81,пятно,пятно
500,5.64,помнить,понимать
501,8.63,нападение,атака
502,8.3,кувыркаться,осень
503,1.33,пить,гостиный
504,6.97,злоупотребление,больно
505,3.82,бой,снасть
506,5.98,беспокоить,расстроить
507,2.49,толчок,гнушаться
508,0.66,помочь,критиковать
509,1.66,разрешение,запретить
510,1.83,встретиться,своп
511,1.16,пожалуйста,просить
512,3.32,отказаться от,поражение
513,6.47,участие,заниматься
514,7.7,оснастка,сломать
515,8.63,бум,взрываться
516,4.15,получить,заменить
517,4.23,бросить,поворот
518,2.32,смех,смущать
519,9.79,сохранить,спасение
520,6.31,расстроить,больно
521,1.83,появляться,исчезать
522,0.66,запах,обидеть
523,5.98,помочь,одолжить
524,3.65,двигаться,избежать
525,7.47,говорить,общаться
526,7.14,беспокоить,раздражать
527,6.31,уменьшить,исчезать
528,7.97,предать,ложь
529,5.81,хлебать,отстой
530,1.16,остановка,идти
531,8.8,смотреть,взгляд
532,7.14,нажать,злоупотребление
533,0.5,уничтожить,построить
534,4.32,отклонить,больно
535,7.3,поход,прогулка
536,6.64,показать,экспресс
537,8.8,унизить,смущать
538,3.32,подавиться,кашель
539,3.15,щекотать,подразнить
540,7.14,вычислить,анализировать
541,4.98,ездить,диск
542,6.64,приветствовать,салют
543,5.64,преследование,судья
544,6.31,выполнять,танец
545,7.8,придумывать,создать
546,2.16,писк,трещина
547,2.82,избежать,отрицать
548,0.17,разделить,объединяться
549,3.15,шлёпать,поругать
550,1.81,звонить,собирать
551,2.99,глотка,глотка
552,7.3,жаждать,нужно
553,6.97,крышка,хоронить
554,6.81,больно,обидеть
555,3.98,выиграть,конкурировать
556,7.97,нажать,бить
557,1.83,изменение,запасный
558,3.32,щекотать,хихиканье
559,5.98,заморачиваться,влиять
560,8.13,буксировать,тянуть
561,8.3,идти,начать
562,1.83,опровергнуть,доказать
563,3.32,ничья,привлечь
564,0.3,сидеть,рост
565,4.98,защитить,смотреть
566,8.47,добиться,выполнить
567,2.82,вкус,приобрести
568,1.81,читать,писать
569,5.15,встряхнуть,танец
570,5.81,деградировать,смущать
571,8.63,попытка,попробовать
572,4.15,молиться,благословить
573,2.32,польский,очернить
574,5.81,мимический,подразнить
575,1.33,сохранить,утопить
576,4.65,шлифовать,разбить
577,5.81,нужно,зависеть
578,0.83,тосковать,узнать
579,5.64,защищать,помочь
580,4.81,выпекать,мальков
581,6.97,прильнуть,обнять
582,7.14,вычислить,понимать
583,1.49,слеза,носить
584,1.66,умолять,пожалуйста
585,5.98,пренебрежение,оставить
586,7.64,выгрузить,свалка
587,8.13,смотреть,посмотреть
588,9.46,убить,убить
589,7.64,происходить,начать
590,5.81,избежать,скрыть
591,6.14,показать,выполнять
592,7.14,процветать,растить
593,1.33,стать,приехать
594,5.98,пересадка,обмен
595,8.96,удар,нажать
596,3.82,говорить,спорить
597,3.32,убить,браконьерствовать
598,4.81,сказать,верещать
599,1.83,пожалуйста,запрос
600,2.66,потерять,вычесть
601,4.98,признать,сказать
602,0.0,идти,остановиться
603,7.97,концентрат,думать
604,8.3,сохранить,помочь
605,7.3,дезинтегрировать,распад
606,4.15,задержка,остановка
607,3.15,добавить,размножаться
608,3.32,дать,вернуться
609,3.82,слайд,осень
610,2.82,удар,свисток
611,8.63,изобразить,показать
612,4.15,присутствовать,появляться
613,7.14,оскорбление,критиковать
614,0.17,разрешить,отрицать
615,7.47,практика,повторить
616,5.48,найти,определить
617,9.96,рипа,слеза
618,6.31,кляча,досадить
619,3.82,нажать,подключить
620,8.0,орать,умора
621,6.81,улюлюкать,кричать
622,1.0,исправить,сломать
623,4.81,организовать,собрать
624,8.63,предлагать,советовать
625,5.31,завалить,путать
626,1.66,задать,пожалуйста
627,6.97,изменение,влиять
628,8.13,потешить,развлекать
629,4.32,буксировать,взять
630,6.31,предположим,представьте себ
631,4.15,следовать,приходить
632,1.0,провести,сохранить
633,7.64,нажать,сенсорный
634,4.81,бросать,стрелять
635,2.82,встретиться,ввести
636,8.8,рационализировать,оправдать
637,4.32,обновление,обзор
638,5.15,шить,плетение
639,1.0,сокращаться,растить
640,1.49,не,попробовать
641,6.79,уничтожить,разбить
642,6.14,воровать,ябеда
643,3.49,отступление,идти
644,6.81,запустить,раш
645,3.98,худой,стенд
646,1.49,вернуться,взять
647,8.3,радоваться,праздновать
648,4.65,подавиться,умереть
649,5.64,ненавидеть,гнушаться
650,7.64,откреститься,отказаться от
651,7.97,отклонить,отказать
652,5.81,учить,показать
653,5.98,бой,не согласный
654,4.65,дискуссия,решить
655,7.14,следовать,чейза
656,6.47,отклонить,откреститься
657,7.47,желание,тосковать
658,2.66,умереть,придушить
659,8.3,объединяться,совместить
660,7.64,сказать,сообщить
661,1.99,размораживать,заморозить
662,9.79,триумф,получиться
663,8.3,сказать,объявить
664,4.15,уничтожить,взрываться
665,2.32,наслаждаться,участие
666,4.98,вязать,крючок
667,3.98,смех,щекотать
668,4.48,сказать,убедить
669,5.48,добиться,отделка
670,3.98,царапина,руб.
671,0.17,штамп,лизнуть
672,5.64,больно,боль
673,8.47,обертывание,крышка
674,0.0,помочь,больно
675,8.13,думать,отражать
676,0.17,следовать,свинец
677,6.31,запустить,работать
678,2.66,игнорировать,больно
679,8.63,отрицать,запретить
680,1.16,понимать,набор
681,9.63,обмен,своп
682,5.81,предположим,судья
683,5.81,соединение,микс
684,6.97,уничтожить,давка
685,3.98,отбеливатель,мыть
686,0.66,обвинять,защищать
687,6.97,исчезать,исчезать
688,6.14,спрос,команда
689,5.64,снижение,спускаться
690,3.65,заклинание,загипнотизировать
691,5.31,ввести,признать
692,4.65,браконьерствовать,кипятить
693,4.81,преодолеть,доминировать
694,9.13,предположим,предположим
695,6.97,доставить,дать
696,6.31,доказать,показать
697,0.33,отсоединить,прикрепить
698,3.15,удар,нажать
699,8.13,отсоединить,отдельно
700,9.63,помочь,помощь
701,6.97,разжёвывать,укус
702,4.65,поплавок,плавать
703,5.64,верещать,смех
704,4.65,нужно,призывать
705,4.65,разлив,залить
706,8.47,приобрести,накопить
707,5.64,отступление,запустить
708,2.32,больно,осень
709,5.15,ответить,замечание
710,8.3,правильно,исправить
711,9.13,оставаться,остановиться
712,3.15,винить,ненавидеть
713,1.99,флип,лоскут
714,4.15,скольжение,поток
715,6.34,пить,утолить
716,6.47,иметь,сохранить
717,4.32,царапина,больно
718,8.45,идти,оставить
719,0.33,начать,остановка
720,6.97,строчить,писать
721,3.32,думать,чувствовать
722,3.15,плавать,погружение
723,1.06,подняться,спускаться
724,7.47,выветривать,ухудшаться
725,4.32,выселить,оставить
726,5.31,флёша,румяный
727,8.13,переставить,организовать
728,4.32,запах,пот
729,2.99,танец,развлекать
730,7.47,оступиться,осень
731,2.82,спрос,выговор
732,5.98,унизить,оскорбление
733,6.64,хруст,укус
734,7.97,сказать,объявить
735,9.46,разбить,сломать
736,7.97,остановка,отложить
737,5.15,мыть,замочить
738,4.15,запустить,пропустить
739,6.14,отражать,блеск
740,0.66,извинить,прервать
741,6.81,говорить,сказать
742,3.82,жаловаться,не согласный
743,6.14,пунш,бой
744,8.47,жениться,жениться
745,5.15,развлекать,показать
746,4.98,толчок,бой
747,2.32,узнать,читать
748,7.97,гнушаться,отклонить
749,9.13,снижение,отклонить
750,8.13,объяснить,описать
751,0.33,отрицать,признать
752,4.38,оставить,извинить
753,5.48,уволить,извинить
754,8.8,думать,вдуматься
755,2.99,нажать,ущипнуть
756,8.96,стращать,пугать
757,4.98,свисток,гул
758,5.98,играть,выполнять
759,1.16,оставить,взять
760,5.31,продать,бартер
761,0.91,развалина,диск
762,9.66,получить,приобрести
763,3.49,арест,преследование
764,8.63,повтор,доза
765,6.14,осуждать,обвинять
766,0.66,помочь,плакать
767,6.64,победить,доминировать
768,7.14,получить,приобрести
769,5.98,объединяться,жениться
770,0.33,отступление,аванс
771,3.49,поймать,чейза
772,5.48,сопляк,тянуть
773,6.81,нападение,больно
774,4.83,путешествие,шастать
775,6.97,атака,бой
776,3.82,заминка,прикрепить
777,6.14,заморачиваться,прервать
778,1.49,получить,доставить
779,7.47,захват,взять
780,4.81,двигаться,оставить
781,4.15,добиться,попробовать
782,2.82,отступление,заряд
783,4.32,прикручивать,держать
784,5.98,рационализировать,понимать
785,7.8,восстановить,исправить
786,1.0,приходить,оставить
787,7.47,усугубить,сорвать
788,4.15,шлёпать,больно
789,2.49,запах,вкус
790,0.0,ниже,поднять
791,6.14,раковина,погружение
792,1.49,ненавидеть,игнорировать
793,1.83,штамм,лифт
794,8.3,консоль,комфорт
795,2.32,играть,свинец
796,2.99,говорить,консоль
797,4.98,подразнить,заморачиваться
798,4.15,отрицать,ложь
799,5.81,в excel,аванс
800,9.3,досадить,раздражать
801,0.83,отступление,атака
802,0.5,пить,поп
803,8.3,шлёпать,нажать
804,7.3,обломок,сломать
805,9.13,ниже,уменьшить
806,1.0,снова,исправить
807,5.64,ябеда,скрыть
808,0.66,дышать,придушить
809,4.81,отложить,оставить
810,6.81,убедить,призывать
811,9.13,накопить,получить
812,7.14,покачивание,двигаться
813,5.81,отказаться от,отрицать
814,0.17,мисс,нажать
815,8.63,различаться,отличаться
816,4.15,двигаться,изменение
817,4.48,буксировать,двигаться
818,7.64,сказать,описать
819,4.48,наказать,нажать
820,1.16,говорить,слушать
821,4.98,призывать,просить
822,6.47,захватить,сжимать
823,5.31,лечить,помочь
824,8.13,давать,разрешение
825,9.63,поиск,смотреть
826,0.33,ложь,обещать
827,1.66,набор,качели
828,7.47,пробежка,запустить
829,6.79,пятно,очернить
830,8.96,говорить,сказать
831,7.8,уменьшить,исчезать
832,7.8,игнорировать,пренебрежение
833,0.83,умереть,убить
834,7.64,шлёпать,шлепок
835,6.81,шить,крючок
836,4.15,говорить,связать
837,3.49,сенсорный,поцелуй
838,0.33,ослабить,галстук
839,1.49,ложь,предположим
840,9.63,собрать,собирать
841,7.97,наказать,выговор
842,1.83,иметь,хотеть
843,7.3,тотализатор,носить
844,8.3,летать,парить
845,4.15,уменьшить,сохранить
846,6.47,остановка,остановиться
847,1.16,шлёпать,плакать
848,7.97,повиноваться,следовать
849,0.17,потерять,контроль
850,1.66,скольжение,повесить
851,5.98,захватить,взять
852,6.81,хоп,прыжок
853,6.64,спорить,не согласный
854,4.48,слайд,двигаться
855,5.15,наклон,клонить
856,5.15,остановка,стесняться
857,8.13,бросить,бросать
858,4.81,колено,просить
859,7.47,смотреть,смотреть
860,7.97,дезинтегрировать,погибнуть
861,5.81,неприязнь,гнушаться
862,0.6,депозит,вернуться
863,6.81,остановка,запретить
864,2.32,прогулка,ползать
865,7.47,отказаться от,отклонить
866,4.15,храпеть,повтор
867,7.97,смотреть,посмотреть
868,3.65,нападение,усугубить
869,7.8,получить,иметь
870,4.81,остерегаться,смотреть
871,4.32,говорить,рэп
872,2.16,сказать,ложь
873,4.98,крышка,распространение
874,2.66,спускаться,оставить
875,7.8,взять,урвать
876,2.66,звонить,блеф
877,6.47,крышка,скрыть
878,7.47,выбрать,избрать
879,5.98,мазать,руб.
880,8.47,держать,сохранить
881,0.17,снижение,увеличение
882,5.98,опровергнуть,не согласный
883,1.66,сеять,шить
884,2.82,претензия,сью
885,2.66,разрешить,идти
886,9.79,триумф,выиграть
887,3.15,забыть,оставить
888,6.47,сидеть,гостиный
889,6.47,исчезать,растворить
890,1.66,защищать,стенд
891,7.8,преодолеть,победить
892,6.14,доставить,принести
893,2.82,колено,сидеть
894,2.99,больно,хромота
895,6.31,опровергнуть,отклонить
896,9.13,орать,кричать
897,4.81,сделать,дизайн
898,3.82,как,хотеть
899,8.8,приобрести,получить
900,3.15,жалеть,неприязнь
901,7.3,принять,понимать
902,0.83,покачивание,хихиканье
903,5.81,хоп,пропустить
904,0.83,толчок,тянуть
905,5.43,травить,поворот
906,2.49,предположим,знать
907,2.32,больно,осуждать
908,8.47,размораживать,оттепель
909,7.14,умора,рёв
910,4.32,убедить,говорить
911,8.47,отступление,оставить
912,2.49,досадить,путать
913,7.3,отклонить,игнорировать
914,5.64,уничтожить,уменьшить
915,6.14,буксировать,лифт
916,6.14,ждать,стесняться
917,2.32,дать,продать
918,0.33,рост,ниже
919,2.49,больно,плакать
920,7.3,размножаться,увеличение
921,0.17,остановка,поток
922,4.48,преследование,попробовать
923,4.32,оправдать,уточнить
924,5.64,признать,приветствовать
925,6.47,поругать,орать
926,1.66,перетасовать,путешествие
927,7.14,потерять,не
928,3.98,говорить,отказаться от
929,1.83,приходить,идти
930,1.83,орать,критиковать
931,6.19,выпекать,сделать
932,8.45,происходить,начать
933,5.15,атака,снасть
934,8.47,использовать,работать
935,2.66,запустить,поток
936,6.97,собирать,приобрести
937,4.81,двигаться,поворот
938,1.16,ввести,оставить
939,4.48,заниматься,жениться
940,7.14,захватить,достигнуть
941,0.66,согласиться,не согласный
942,3.15,заменить,заполнить
943,3.98,больно,хлыст
944,5.81,хлыст,наказать
945,7.47,орать,рёв
946,5.15,больно,чувствовать
947,1.66,осень,отказ
948,9.63,выбрать,выбрать
949,5.98,шить,вязать
950,1.33,погибнуть,оставить
951,3.15,вдуматься,труд
952,1.0,протереть,разлив
953,1.66,влиять,ответить
954,6.14,доставить,отправить
955,9.3,исправить,исправить
956,7.8,оценить,изучить
957,5.15,стать,растить
958,5.64,узнать,знать
959,3.49,блик,отражать
960,5.98,повар,кипятить
961,6.97,свинец,прямая
962,5.31,говорить,ответ
963,6.31,проверить,поиск
964,4.98,ответить,говорить
965,6.14,спорить,отличаться
966,7.3,предать,накрутка
967,6.64,снижение,снижение
