,similarity,word1,word2
307,41.0,беременных-джей,женщина-наш
308,41.0,дождь-наука,погода-наш
309,41.0,ужин-наш,едят-в
310,41.0,перышко-наш,ястреб-наш
311,41.0,животный-наш,зоопарк-наука
312,41.0,дак-наш,кряква-наш
313,41.0,горы-наш,долина-наука
314,41.0,пляжа-наш,гавань-наш
315,41.0,музыкант-наш,рок-наш
316,41.0,группа-наш,гитара-наш
317,41.0,авто-н,гараж-наш
318,41.0,ноги-наш,ноги-наш
319,41.0,небо-наука,солнечный свет-наш
320,41.0,мист-наш,дождь-наука
321,41.0,мать-наш,сын-наш
322,41.0,самогод-наука,крыло-наш
323,41.0,цвета-наука,красно-джей
324,41.0,музыка-наш,музыкант-наш
325,41.0,залив-наука,пляжа-наш
326,41.0,блондинка-джей,рыженький-наш
327,41.0,лепесток-наш,завода-наука
328,41.0,кухня-наш,номер-наш
329,41.0,женский-наш,сексуально-джей
330,41.0,автомобильно-наука,парковка-наш
331,41.0,барин-наука,ресторана-наука
332,41.0,спальня-наш,номер-наш
333,41.0,автобусы-наука,такси-наука
334,41.0,веселье-наш,счастливый-джей
335,41.0,станции-наш,поезд-наш
336,41.0,пеликан-наш,аист-наш
337,41.0,черно-джей,серый-джей
338,41.0,оранжевый-джей,желтый-джей
339,41.0,листва-наш,лепесток-наш
340,41.0,парк-наш,парковка-наш
341,41.0,губа-наш,язык-наш
342,41.0,туман-наш,мисти-джей
343,41.0,кинолог-джей,пудель-наш
344,41.0,ванна-наш,мыть-в
345,41.0,листва-наш,дерево-наука
346,41.0,панорама-наука,вид-наш
347,41.0,блум-наш,дейзи-наука
348,41.0,эскалатор-наш,лестница-наш
349,41.0,лепесток-наш,тюльпан-наш
350,41.0,рыбная ловля-наш,море-наш
351,41.0,говядина-наш,крупный рогатый скот-наш
352,41.0,лапша-наш,рисунок-наука
353,41.0,птица-наш,попугай-наш
354,41.0,плоды-наш,оранжевый-джей
355,41.0,фотообои-наш,живопись-наш
356,41.0,аэропортугальский-наш,полет-наш
357,41.0,шопинга-наука,магазин-наш
358,41.0,лето-наш,солнечный-джей
359,41.0,дорожно-наука,тротуар-наш
360,41.0,самогод-наука,летать-в
361,40.0,гитара-наш,музыка-наш
362,40.0,кот-наш,ус-наш
363,40.0,семейные-наш,друг-наш
364,40.0,блум-наш,лепесток-наш
365,40.0,музыкант-наш,фортепиано-наука
366,40.0,грязно-джей,мыть-в
367,40.0,слон-наш,жирафа-наука
368,40.0,щенка-наш,терьер-наш
369,40.0,завтрак-n,кухня-наш
370,40.0,метро-н,метро-джей
371,40.0,песчано-наш,берег-наш
372,40.0,бабочка-наш,стрекоза-наш
373,40.0,гепард-наш,льва-наш
374,40.0,цвета-наука,желтый-джей
375,40.0,двери-наш,замок-век
376,40.0,ярко-джей,солнечный свет-наш
377,40.0,ван-наш,автомобиль-наука
378,40.0,оранжевый-джей,красно-джей
379,40.0,жук-наш,насекомое-наш
380,40.0,ребёнка-наука,мама-наш
381,40.0,дочь-наука,мать-наш
382,40.0,ребёнка-наука,школа-наш
383,40.0,жирафа-наука,зебра-наш
384,40.0,гавань-наш,гавань-наш
385,40.0,баранина-наш,овца-наш
386,40.0,сердце-наш,любовь-наш
387,40.0,лиля-наш,роза-наш
388,40.0,асфальто-наука,дорожно-наука
389,40.0,утро-наш,солнечный-джей
390,40.0,коста-наука,берег-наш
391,40.0,солнечный-джей,закат-наука
392,40.0,гнезда-наш,прутик-наш
393,40.0,счастливый-джей,улыбка-наш
394,40.0,рисунок-наш,катание на коньках-наш
395,40.0,железнодорожные-наш,поезд-наш
396,40.0,двери-наш,стены-наш
397,40.0,рассвет-наш,солнце-наш
398,40.0,перышко-наш,аист-наш
399,40.0,утро-наш,солнце-наш
400,40.0,дометр-наука,строительство-наш
401,40.0,кафе-плата,кофе-наука
402,40.0,блум-наш,бутон-наш
403,40.0,куртка-наш,кожа-наш
404,40.0,карта-наш,путешествия-наш
405,40.0,завода-наука,семя-наш
406,40.0,сити-наш,метро-н
407,40.0,пеббл-наш,песчано-наш
408,40.0,кафе-плата,ланч-наш
409,40.0,коста-наука,гавань-наш
410,40.0,собака-наш,мопс-наш
411,40.0,небо-наука,солнце-наш
412,40.0,кряква-наш,лебедь-наш
413,40.0,облако-наш,дождь-наука
414,40.0,небо-наука,солнце-наш
415,40.0,мороз-наш,погода-наш
416,40.0,вишни-наш,малина-наш
417,40.0,центр город-джей,улица-наш
418,40.0,блум-наш,одуванчик-плата
419,40.0,стрекоза-наш,насекомое-наш
420,40.0,бутылка-наш,вино-наш
421,40.0,чувствовать себя-в,счастливый-джей
422,40.0,железнодорожный-наш,станции-наш
423,40.0,пляжа-наш,плавание-наш
424,40.0,кафе-плата,динер-наш
425,40.0,кафе-плата,паб-наш
426,40.0,дометр-наука,высокий-джей
427,40.0,бургера-наука,мясо-наш
428,40.0,золото-наш,серебро-наш
429,40.0,лето-наш,погода-наш
430,40.0,военно-джей,солдат-наука
431,40.0,кладбище-наш,могила-наш
432,39.0,пицца-наука,ресторана-наука
433,39.0,ярко-джей,цвета-наука
434,39.0,кинолог-джей,лапу-наш
435,39.0,плавать-в,подводно-джей
436,39.0,море-наш,плавать-в
437,39.0,паб-наш,ресторана-наука
438,39.0,день-наука,время-наш
439,39.0,кинолог-джей,терьер-наш
440,39.0,бутылка-наш,стекло-наш
441,39.0,кровать-наш,отдохнуть-в
442,39.0,семя-наш,подсолнух-наш
443,39.0,птица-наш,сова-наш
444,39.0,арт-н,скульптура-наш
445,39.0,света-наука,оттенок-наш
446,39.0,апартаменты-наш,лестница-наш
447,39.0,наряд-наш,ноский-наш
448,39.0,морковно-наш,картофель-наш
449,39.0,лизард-наш,змея-наш
450,39.0,сити-наш,тротуар-наш
451,39.0,гитара-наш,рок-наш
452,39.0,кирпич-наш,дометр-наука
453,39.0,едят-в,суп-наш
454,39.0,дью-наш,мисти-джей
455,39.0,синий-джей,цвета-наука
456,39.0,рассвет-наш,утро-наш
457,39.0,приготовления пищи-наш,ресторана-наука
458,39.0,залив-наука,море-наш
459,39.0,кафе-плата,магазин n
460,39.0,пола-наука,крыша-наш
461,39.0,одежда-наш,хет-наш
462,39.0,мрамор-наш,камень-наш
463,39.0,дак-наш,гусь-наш
464,39.0,коллекция-наш,музей-наш
465,39.0,счастливый-джей,любовь-наш
466,39.0,пекарня-наш,магазин n
467,39.0,мист-наш,мокрый-джей
468,39.0,блоссома-наука,лепесток-наш
469,39.0,ярко-джей,света-наука
470,39.0,рисунок-наука,суши-наука
471,39.0,приготовления пищи-наш,мясо-наш
472,39.0,день-наука,ночь-наш
473,39.0,поцелуй-наш,любовь-наш
474,39.0,поток-наш,водопад-наш
475,39.0,интерьер-наука,номер-наш
476,39.0,серф-наш,серфер-наш
477,39.0,пудель-наш,терьер-наш
478,39.0,холодно-джей,мороз-наш
479,39.0,сити-наш,город-наш
480,39.0,океан-наш,подводно-джей
481,39.0,гавань-наш,парусно-наш
482,39.0,пейзажи-наш,закат-наука
483,39.0,зеленый-джей,фиолетово-наш
484,39.0,гавань-наш,судно-наш
485,39.0,лето-наш,солнце-наш
486,39.0,синий-джей,серый-джей
487,39.0,арт-н,график-джей
488,39.0,озеро-наш,берег-наш
489,39.0,руст-наш,рыжевато-джей
490,39.0,архитектурно-наука,дизайн-наш
491,39.0,гусь-наш,лебедь-наш
492,39.0,архитектурно-наука,строительство-наш
493,39.0,ястреб-наш,гнезда-наш
494,39.0,морковно-наш,салат-наш
495,39.0,плоды-наш,помидор-наука
496,39.0,фиолетовый-джей,фиолетово-наш
497,39.0,мисти-джей,дождь-наука
498,39.0,одежда-наш,жан-наш
499,39.0,блум-наш,нарцисс-наш
500,39.0,кирпич-наш,строительство-наш
501,39.0,динер-наш,ресторана-наука
502,39.0,потолок-наш,крыша-наш
503,39.0,краска-век,портрет-наш
504,39.0,пульсация-наш,волна-наш
505,39.0,борода-наш,лицо-наш
506,39.0,яблоко-наш,малина-наш
507,39.0,мода-наш,наряд-наш
508,39.0,центр город-джей,небоскреб-наука
509,39.0,бутон-наш,нарцисс-наш
510,39.0,гавань-наш,берег-наш
511,39.0,блондинка-джей,волос-наука
512,39.0,котенка-наш,лапу-наш
513,39.0,залив-наука,берег-наш
514,39.0,магазин n,магазин-наш
515,38.0,надгробие-наш,мемориал-наш
516,38.0,кинолог-джей,мопс-наш
517,38.0,ворона-наш,ястреб-наш
518,38.0,платье-наш,наряд-наш
519,38.0,сити-наш,городской-джей
520,38.0,спальня-наш,двери-наш
521,38.0,автобусы-наука,трамвай-наш
522,38.0,весна-наш,лето-наш
523,38.0,пейзажи-наш,водопад-наш
524,38.0,дорожно-наука,трафик-наш
525,38.0,хилла-наука,долина-наука
526,38.0,потолок-наш,пола-наука
527,38.0,всплеск-наш,вода-наш
528,38.0,траву-наш,сорняк-наш
529,38.0,солнечный-джей,погода-наш
530,38.0,попугай-наш,крыло-наш
531,38.0,дейзи-наука,фиолетово-наш
532,38.0,медно-наш,серебро-наш
533,38.0,бейсбол-наш,хоккей-наш
534,38.0,пэт-наш,пудель-наш
535,38.0,блоссома-наука,листва-наш
536,38.0,розовый-джей,фиолетовый-джей
537,38.0,серый-джей,оттенок-наш
538,38.0,панорама-наука,пейзажи-наш
539,38.0,центр город-джей,метро-н
540,38.0,борода-наш,волос-наука
541,38.0,одуванчик-плата,лепесток-наш
542,38.0,синий-джей,фиолетово-наш
543,38.0,дейзи-наука,цветок-наш
544,38.0,лапша-наш,суп-наш
545,38.0,пэт-наш,щенка-наш
546,38.0,бутон-наш,лепесток-наш
547,38.0,древние-джей,разруха-наш
548,38.0,глаз-наука,айрис-наука
549,38.0,лужа-наш,вода-наш
550,38.0,гавань-наш,море-наш
551,38.0,живопись-наш,скульптура-наш
552,38.0,песчано-наш,море-наш
553,38.0,кошек-дж,котенка-наш
554,38.0,птица-наш,лебедь-наш
555,38.0,бейсбол-наш,игры-наш
556,38.0,цвета-наука,фиолетовый-джей
557,38.0,пул-наш,всплеск-наш
558,38.0,крупный рогатый скот-наш,овца-наш
559,38.0,ландшафтно-наш,пейзажи-наш
560,38.0,монета-наш,золото-наш
561,38.0,лодку-наш,берег-наш
562,38.0,небоскреб-наука,высокий-джей
563,38.0,яблоко-наш,вишни-наш
564,38.0,говядина-наш,курицу-наш
565,38.0,горяч-джей,солнечный-джей
566,38.0,десертные-наука,плоды-наш
567,38.0,фотограф-наш,портрет-наш
568,38.0,курицу-наш,мясо-наш
569,38.0,потолок-наш,интерьер-наука
570,38.0,ванная комната-наш,спальня-наш
571,38.0,колибри-наука,аист-наш
572,38.0,мотор-наука,автомобиль-наука
573,38.0,цвета-наука,серый-джей
574,38.0,синий-джей,оранжевый-джей
575,38.0,рассвет-наш,сумрак-наш
576,38.0,дометр-наука,центр город-джей
577,38.0,лицо-наш,разрыв-наш
578,38.0,лодку-наш,гавань-наш
579,38.0,крупный рогатый скот-наш,фарма-наука
580,38.0,капельно-в,мокрый-джей
581,38.0,коричневый-джей,зеленый-джей
582,38.0,спальня-наш,потолок-наш
583,38.0,хлеб-наш,едят-в
584,38.0,ужин-наш,вечер-наш
585,38.0,лицо-наш,улыбка-наш
586,38.0,невеста-наука,платье-наш
587,38.0,камень-наш,стены-наш
588,38.0,фотообои-наш,краска-век
589,38.0,листва-наш,завода-наука
590,38.0,день-наука,сумрак-наш
591,38.0,крыша-наш,стены-наш
592,38.0,приготовления пищи-наш,питание-наш
593,38.0,фотография-наш,портрет-наш
594,38.0,бутон-наш,листва-наш
595,37.0,лиля-наш,пруда-наш
596,37.0,гавань-наш,берег-наш
597,37.0,палма-наука,дерево-наука
598,37.0,автобусы-наука,метро-н
599,37.0,праздника-наука,путешествия-наш
600,37.0,скайлайна-наука,вид-наш
601,37.0,спальня-наш,коттедж-наш
602,37.0,ужин-наш,ланч-наш
603,37.0,могила-наш,мемориал-наш
604,37.0,десертные-наука,сладкий-джей
605,37.0,птица-наш,насекомое-наш
606,37.0,концерт-наш,рок-наш
607,37.0,мухомор-наш,помидор-наука
608,37.0,метро-н,железнодорожный-наш
609,37.0,жирафа-наука,зоопарк-наука
610,37.0,железнодорожный-наш,метро-н
611,37.0,мисти-джей,погода-наш
612,37.0,попугай-наш,пеликан-наш
613,37.0,спальня-наш,сон-век
614,37.0,осенне-наш,лето-наш
615,37.0,автомобильно-наука,грузовик-наш
616,37.0,амфибия-наш,млекопитающее-наш
617,37.0,кладбище-наш,мемориал-наш
618,37.0,оранжевый-джей,фиолетовый-джей
619,37.0,синий-джей,цвета-наука
620,37.0,нарцисс-наш,роза-наш
621,37.0,ягодка-наш,семя-наш
622,37.0,колибри-наука,кряква-наш
623,37.0,одуванчик-плата,траву-наш
624,37.0,кирпич-наш,б-джей
625,37.0,костюм-наш,платье-наш
626,37.0,облако-наш,мист-наш
627,37.0,море-наш,тропический-джей
628,37.0,коричневый-джей,серый-джей
629,37.0,ванная комната-наш,номер-наш
630,37.0,дейзи-наука,завода-наука
631,37.0,краска-век,рисунок-наш
632,37.0,глаз-наука,губа-наш
633,37.0,осенне-наш,зима-наш
634,37.0,капельно-в,дождь-наука
635,37.0,горизонт-наш,небо-наука
636,37.0,черно-джей,синий-джей
637,37.0,метро-н,станции-наш
638,37.0,аллея-наш,улица-наш
639,37.0,ребёнка-наука,семейные-наш
640,37.0,горы-наш,пейзажи-наш
641,37.0,б-джей,строительство-наш
642,37.0,мельница-наш,ветрянка-наш
643,37.0,лето-наш,зима-наш
644,37.0,завода-наука,прутик-наш
645,37.0,завтрак-n,ланч-наш
646,37.0,б-джей,пола-наука
647,37.0,дождь-наука,небо-наука
648,37.0,питание-наш,замороженные-джей
649,37.0,мосс-наш,завода-наука
650,37.0,цветок-наш,весна-наш
651,37.0,птица-наш,кряква-наш
652,37.0,график-джей,иллюстрации-наш
653,37.0,едят-в,плоды-наш
654,37.0,потолок-наш,крыльцо-наш
655,37.0,ривера-наука,долина-наука
656,37.0,туман-наш,мист-наш
657,37.0,чувак-наш,парень-наш
658,37.0,луна-наш,небо-наука
659,37.0,барин-наука,суши-наука
660,37.0,красота-наш,пейзажи-наш
661,37.0,перышко-наш,кряква-наш
662,37.0,мебель-наш,патио-наука
663,37.0,света-наука,тень-наш
664,37.0,залив-наука,гавань-наш
665,37.0,мыть-в,вода-наш
666,37.0,полет-наш,сова-наш
667,37.0,лапу-наш,ус-наш
668,37.0,костюм-наш,парик-наш
669,37.0,животный-наш,жирафа-наука
670,37.0,осенне-наш,листва-наш
671,37.0,животный-наш,крупный рогатый скот-наш
672,37.0,дометр-наука,небоскреб-наука
673,37.0,лед-наш,катание на коньках-наш
674,37.0,мясо-наш,картофель-наш
675,37.0,бутон-наш,прутик-наш
676,37.0,вязать-в,стежка-наш
677,37.0,горяч-джей,солнце-наш
678,37.0,кровать-наш,номер-наш
679,37.0,музыка-наш,рок-наш
680,37.0,приготовления пищи-наш,рисунок-наука
681,37.0,ягодка-наш,вишни-наш
682,37.0,фортепиано-наука,играть-в
683,37.0,цветок-наш,лиля-наш
684,37.0,вишни-наш,клубнично-наш
685,37.0,одежда-наш,юбка-наш
686,37.0,арт-н,живопись-наш
687,37.0,птица-наш,галл-наш
688,37.0,спираль-наш,лестница-наш
689,37.0,лапу-наш,пэт-наш
690,37.0,перышко-наш,гнезда-наш
691,37.0,перышко-наш,сова-наш
692,37.0,блоссома-наука,вишни-наш
693,37.0,козочки-наш,овца-наш
694,37.0,зеленый-джей,розовый-джей
695,37.0,листва-наш,сад-наш
696,37.0,собака-наш,хаски-наш
697,37.0,перышко-наш,колибри-наука
698,37.0,солнце-наш,погода-наш
