,type,word1,word2,word3,target
48,capital-common-countries,Bangkok,Thailand,Canberra,Australia
49,capital-common-countries,Bangkok,Thailand,Hanoi,Vietnam
50,capital-common-countries,Bangkok,Thailand,Havana,Cuba
51,capital-common-countries,Bangkok,Thailand,Helsinki,Finland
52,capital-common-countries,Bangkok,Thailand,Islamabad,Pakistan
53,capital-common-countries,Bangkok,Thailand,Kabul,Afghanistan
54,capital-common-countries,Bangkok,Thailand,London,England
55,capital-common-countries,Bangkok,Thailand,Madrid,Spain
56,capital-common-countries,Bangkok,Thailand,Moscow,Russia
57,capital-common-countries,Bangkok,Thailand,Oslo,Norway
58,capital-common-countries,Bangkok,Thailand,Ottawa,Canada
59,capital-common-countries,Bangkok,Thailand,Paris,France
60,capital-common-countries,Bangkok,Thailand,Rome,Italy
61,capital-common-countries,Bangkok,Thailand,Stockholm,Sweden
62,capital-common-countries,Bangkok,Thailand,Tehran,Iran
63,capital-common-countries,Bangkok,Thailand,Tokyo,Japan
64,capital-common-countries,Bangkok,Thailand,Athens,Greece
65,capital-common-countries,Bangkok,Thailand,Baghdad,Iraq
66,capital-common-countries,Beijing,China,Berlin,Germany
67,capital-common-countries,Beijing,China,Bern,Switzerland
68,capital-common-countries,Beijing,China,Cairo,Egypt
69,capital-common-countries,Beijing,China,Canberra,Australia
70,capital-common-countries,Beijing,China,Hanoi,Vietnam
71,capital-common-countries,Beijing,China,Havana,Cuba
72,capital-common-countries,Beijing,China,Helsinki,Finland
73,capital-common-countries,Beijing,China,Islamabad,Pakistan
74,capital-common-countries,Beijing,China,Kabul,Afghanistan
75,capital-common-countries,Beijing,China,London,England
76,capital-common-countries,Beijing,China,Madrid,Spain
77,capital-common-countries,Beijing,China,Moscow,Russia
78,capital-common-countries,Beijing,China,Oslo,Norway
79,capital-common-countries,Beijing,China,Ottawa,Canada
80,capital-common-countries,Beijing,China,Paris,France
81,capital-common-countries,Beijing,China,Rome,Italy
82,capital-common-countries,Beijing,China,Stockholm,Sweden
83,capital-common-countries,Beijing,China,Tehran,Iran
84,capital-common-countries,Beijing,China,Tokyo,Japan
85,capital-common-countries,Beijing,China,Athens,Greece
86,capital-common-countries,Beijing,China,Baghdad,Iraq
87,capital-common-countries,Beijing,China,Bangkok,Thailand
88,capital-common-countries,Berlin,Germany,Bern,Switzerland
89,capital-common-countries,Berlin,Germany,Cairo,Egypt
90,capital-common-countries,Berlin,Germany,Canberra,Australia
91,capital-common-countries,Berlin,Germany,Hanoi,Vietnam
92,capital-common-countries,Berlin,Germany,Havana,Cuba
93,capital-common-countries,Berlin,Germany,Helsinki,Finland
94,capital-common-countries,Berlin,Germany,Islamabad,Pakistan
95,capital-common-countries,Berlin,Germany,Kabul,Afghanistan
96,capital-common-countries,Berlin,Germany,London,England
97,capital-common-countries,Berlin,Germany,Madrid,Spain
98,capital-common-countries,Berlin,Germany,Moscow,Russia
99,capital-common-countries,Berlin,Germany,Oslo,Norway
100,capital-common-countries,Berlin,Germany,Ottawa,Canada
101,capital-common-countries,Berlin,Germany,Paris,France
102,capital-common-countries,Berlin,Germany,Rome,Italy
103,capital-common-countries,Berlin,Germany,Stockholm,Sweden
104,capital-common-countries,Berlin,Germany,Tehran,Iran
105,capital-common-countries,Berlin,Germany,Tokyo,Japan
106,capital-common-countries,Berlin,Germany,Athens,Greece
107,capital-common-countries,Berlin,Germany,Baghdad,Iraq
108,capital-common-countries,Berlin,Germany,Bangkok,Thailand
109,capital-common-countries,Berlin,Germany,Beijing,China
110,capital-common-countries,Bern,Switzerland,Cairo,Egypt
111,capital-common-countries,Bern,Switzerland,Canberra,Australia
112,capital-common-countries,Bern,Switzerland,Hanoi,Vietnam
113,capital-common-countries,Bern,Switzerland,Havana,Cuba
114,capital-common-countries,Bern,Switzerland,Helsinki,Finland
115,capital-common-countries,Bern,Switzerland,Islamabad,Pakistan
116,capital-common-countries,Bern,Switzerland,Kabul,Afghanistan
117,capital-common-countries,Bern,Switzerland,London,England
118,capital-common-countries,Bern,Switzerland,Madrid,Spain
119,capital-common-countries,Bern,Switzerland,Moscow,Russia
120,capital-common-countries,Bern,Switzerland,Oslo,Norway
121,capital-common-countries,Bern,Switzerland,Ottawa,Canada
122,capital-common-countries,Bern,Switzerland,Paris,France
123,capital-common-countries,Bern,Switzerland,Rome,Italy
124,capital-common-countries,Bern,Switzerland,Stockholm,Sweden
125,capital-common-countries,Bern,Switzerland,Tehran,Iran
126,capital-common-countries,Bern,Switzerland,Tokyo,Japan
127,capital-common-countries,Bern,Switzerland,Athens,Greece
128,capital-common-countries,Bern,Switzerland,Baghdad,Iraq
129,capital-common-countries,Bern,Switzerland,Bangkok,Thailand
130,capital-common-countries,Bern,Switzerland,Beijing,China
131,capital-common-countries,Bern,Switzerland,Berlin,Germany
132,capital-common-countries,Cairo,Egypt,Canberra,Australia
133,capital-common-countries,Cairo,Egypt,Hanoi,Vietnam
134,capital-common-countries,Cairo,Egypt,Havana,Cuba
135,capital-common-countries,Cairo,Egypt,Helsinki,Finland
136,capital-common-countries,Cairo,Egypt,Islamabad,Pakistan
137,capital-common-countries,Cairo,Egypt,Kabul,Afghanistan
138,capital-common-countries,Cairo,Egypt,London,England
139,capital-common-countries,Cairo,Egypt,Madrid,Spain
140,capital-common-countries,Cairo,Egypt,Moscow,Russia
141,capital-common-countries,Cairo,Egypt,Oslo,Norway
142,capital-common-countries,Cairo,Egypt,Ottawa,Canada
143,capital-common-countries,Cairo,Egypt,Paris,France
144,capital-common-countries,Cairo,Egypt,Rome,Italy
145,capital-common-countries,Cairo,Egypt,Stockholm,Sweden
146,capital-common-countries,Cairo,Egypt,Tehran,Iran
147,capital-common-countries,Cairo,Egypt,Tokyo,Japan
148,capital-common-countries,Cairo,Egypt,Athens,Greece
149,capital-common-countries,Cairo,Egypt,Baghdad,Iraq
150,capital-common-countries,Cairo,Egypt,Bangkok,Thailand
151,capital-common-countries,Cairo,Egypt,Beijing,China
152,capital-common-countries,Cairo,Egypt,Berlin,Germany
153,capital-common-countries,Cairo,Egypt,Bern,Switzerland
154,capital-common-countries,Canberra,Australia,Hanoi,Vietnam
155,capital-common-countries,Canberra,Australia,Havana,Cuba
156,capital-common-countries,Canberra,Australia,Helsinki,Finland
157,capital-common-countries,Canberra,Australia,Islamabad,Pakistan
158,capital-common-countries,Canberra,Australia,Kabul,Afghanistan
159,capital-common-countries,Canberra,Australia,London,England
160,capital-common-countries,Canberra,Australia,Madrid,Spain
161,capital-common-countries,Canberra,Australia,Moscow,Russia
162,capital-common-countries,Canberra,Australia,Oslo,Norway
163,capital-common-countries,Canberra,Australia,Ottawa,Canada
164,capital-common-countries,Canberra,Australia,Paris,France
165,capital-common-countries,Canberra,Australia,Rome,Italy
166,capital-common-countries,Canberra,Australia,Stockholm,Sweden
167,capital-common-countries,Canberra,Australia,Tehran,Iran
168,capital-common-countries,Canberra,Australia,Tokyo,Japan
169,capital-common-countries,Canberra,Australia,Athens,Greece
170,capital-common-countries,Canberra,Australia,Baghdad,Iraq
171,capital-common-countries,Canberra,Australia,Bangkok,Thailand
172,capital-common-countries,Canberra,Australia,Beijing,China
173,capital-common-countries,Canberra,Australia,Berlin,Germany
174,capital-common-countries,Canberra,Australia,Bern,Switzerland
175,capital-common-countries,Canberra,Australia,Cairo,Egypt
176,capital-common-countries,Hanoi,Vietnam,Havana,Cuba
177,capital-common-countries,Hanoi,Vietnam,Helsinki,Finland
178,capital-common-countries,Hanoi,Vietnam,Islamabad,Pakistan
179,capital-common-countries,Hanoi,Vietnam,Kabul,Afghanistan
180,capital-common-countries,Hanoi,Vietnam,London,England
181,capital-common-countries,Hanoi,Vietnam,Madrid,Spain
182,capital-common-countries,Hanoi,Vietnam,Moscow,Russia
183,capital-common-countries,Hanoi,Vietnam,Oslo,Norway
184,capital-common-countries,Hanoi,Vietnam,Ottawa,Canada
185,capital-common-countries,Hanoi,Vietnam,Paris,France
186,capital-common-countries,Hanoi,Vietnam,Rome,Italy
187,capital-common-countries,Hanoi,Vietnam,Stockholm,Sweden
188,capital-common-countries,Hanoi,Vietnam,Tehran,Iran
189,capital-common-countries,Hanoi,Vietnam,Tokyo,Japan
190,capital-common-countries,Hanoi,Vietnam,Athens,Greece
191,capital-common-countries,Hanoi,Vietnam,Baghdad,Iraq
192,capital-common-countries,Hanoi,Vietnam,Bangkok,Thailand
193,capital-common-countries,Hanoi,Vietnam,Beijing,China
194,capital-common-countries,Hanoi,Vietnam,Berlin,Germany
195,capital-common-countries,Hanoi,Vietnam,Bern,Switzerland
196,capital-common-countries,Hanoi,Vietnam,Cairo,Egypt
197,capital-common-countries,Hanoi,Vietnam,Canberra,Australia
198,capital-common-countries,Havana,Cuba,Helsinki,Finland
199,capital-common-countries,Havana,Cuba,Islamabad,Pakistan
200,capital-common-countries,Havana,Cuba,Kabul,Afghanistan
201,capital-common-countries,Havana,Cuba,London,England
202,capital-common-countries,Havana,Cuba,Madrid,Spain
203,capital-common-countries,Havana,Cuba,Moscow,Russia
204,capital-common-countries,Havana,Cuba,Oslo,Norway
205,capital-common-countries,Havana,Cuba,Ottawa,Canada
206,capital-common-countries,Havana,Cuba,Paris,France
207,capital-common-countries,Havana,Cuba,Rome,Italy
208,capital-common-countries,Havana,Cuba,Stockholm,Sweden
209,capital-common-countries,Havana,Cuba,Tehran,Iran
210,capital-common-countries,Havana,Cuba,Tokyo,Japan
211,capital-common-countries,Havana,Cuba,Athens,Greece
212,capital-common-countries,Havana,Cuba,Baghdad,Iraq
213,capital-common-countries,Havana,Cuba,Bangkok,Thailand
214,capital-common-countries,Havana,Cuba,Beijing,China
215,capital-common-countries,Havana,Cuba,Berlin,Germany
216,capital-common-countries,Havana,Cuba,Bern,Switzerland
217,capital-common-countries,Havana,Cuba,Cairo,Egypt
218,capital-common-countries,Havana,Cuba,Canberra,Australia
219,capital-common-countries,Havana,Cuba,Hanoi,Vietnam
220,capital-common-countries,Helsinki,Finland,Islamabad,Pakistan
221,capital-common-countries,Helsinki,Finland,Kabul,Afghanistan
222,capital-common-countries,Helsinki,Finland,London,England
223,capital-common-countries,Helsinki,Finland,Madrid,Spain
224,capital-common-countries,Helsinki,Finland,Moscow,Russia
225,capital-common-countries,Helsinki,Finland,Oslo,Norway
226,capital-common-countries,Helsinki,Finland,Ottawa,Canada
227,capital-common-countries,Helsinki,Finland,Paris,France
228,capital-common-countries,Helsinki,Finland,Rome,Italy
229,capital-common-countries,Helsinki,Finland,Stockholm,Sweden
230,capital-common-countries,Helsinki,Finland,Tehran,Iran
231,capital-common-countries,Helsinki,Finland,Tokyo,Japan
232,capital-common-countries,Helsinki,Finland,Athens,Greece
233,capital-common-countries,Helsinki,Finland,Baghdad,Iraq
234,capital-common-countries,Helsinki,Finland,Bangkok,Thailand
235,capital-common-countries,Helsinki,Finland,Beijing,China
236,capital-common-countries,Helsinki,Finland,Berlin,Germany
237,capital-common-countries,Helsinki,Finland,Bern,Switzerland
238,capital-common-countries,Helsinki,Finland,Cairo,Egypt
239,capital-common-countries,Helsinki,Finland,Canberra,Australia
240,capital-common-countries,Helsinki,Finland,Hanoi,Vietnam
241,capital-common-countries,Helsinki,Finland,Havana,Cuba
242,capital-common-countries,Islamabad,Pakistan,Kabul,Afghanistan
243,capital-common-countries,Islamabad,Pakistan,London,England
244,capital-common-countries,Islamabad,Pakistan,Madrid,Spain
245,capital-common-countries,Islamabad,Pakistan,Moscow,Russia
246,capital-common-countries,Islamabad,Pakistan,Oslo,Norway
247,capital-common-countries,Islamabad,Pakistan,Ottawa,Canada
248,capital-common-countries,Islamabad,Pakistan,Paris,France
249,capital-common-countries,Islamabad,Pakistan,Rome,Italy
250,capital-common-countries,Islamabad,Pakistan,Stockholm,Sweden
251,capital-common-countries,Islamabad,Pakistan,Tehran,Iran
252,capital-common-countries,Islamabad,Pakistan,Tokyo,Japan
253,capital-common-countries,Islamabad,Pakistan,Athens,Greece
254,capital-common-countries,Islamabad,Pakistan,Baghdad,Iraq
255,capital-common-countries,Islamabad,Pakistan,Bangkok,Thailand
256,capital-common-countries,Islamabad,Pakistan,Beijing,China
257,capital-common-countries,Islamabad,Pakistan,Berlin,Germany
258,capital-common-countries,Islamabad,Pakistan,Bern,Switzerland
259,capital-common-countries,Islamabad,Pakistan,Cairo,Egypt
260,capital-common-countries,Islamabad,Pakistan,Canberra,Australia
261,capital-common-countries,Islamabad,Pakistan,Hanoi,Vietnam
262,capital-common-countries,Islamabad,Pakistan,Havana,Cuba
263,capital-common-countries,Islamabad,Pakistan,Helsinki,Finland
264,capital-common-countries,Kabul,Afghanistan,London,England
265,capital-common-countries,Kabul,Afghanistan,Madrid,Spain
266,capital-common-countries,Kabul,Afghanistan,Moscow,Russia
267,capital-common-countries,Kabul,Afghanistan,Oslo,Norway
268,capital-common-countries,Kabul,Afghanistan,Ottawa,Canada
269,capital-common-countries,Kabul,Afghanistan,Paris,France
270,capital-common-countries,Kabul,Afghanistan,Rome,Italy
271,capital-common-countries,Kabul,Afghanistan,Stockholm,Sweden
272,capital-common-countries,Kabul,Afghanistan,Tehran,Iran
273,capital-common-countries,Kabul,Afghanistan,Tokyo,Japan
274,capital-common-countries,Kabul,Afghanistan,Athens,Greece
275,capital-common-countries,Kabul,Afghanistan,Baghdad,Iraq
276,capital-common-countries,Kabul,Afghanistan,Bangkok,Thailand
277,capital-common-countries,Kabul,Afghanistan,Beijing,China
278,capital-common-countries,Kabul,Afghanistan,Berlin,Germany
279,capital-common-countries,Kabul,Afghanistan,Bern,Switzerland
280,capital-common-countries,Kabul,Afghanistan,Cairo,Egypt
281,capital-common-countries,Kabul,Afghanistan,Canberra,Australia
282,capital-common-countries,Kabul,Afghanistan,Hanoi,Vietnam
283,capital-common-countries,Kabul,Afghanistan,Havana,Cuba
284,capital-common-countries,Kabul,Afghanistan,Helsinki,Finland
285,capital-common-countries,Kabul,Afghanistan,Islamabad,Pakistan
286,capital-common-countries,London,England,Madrid,Spain
287,capital-common-countries,London,England,Moscow,Russia
288,capital-common-countries,London,England,Oslo,Norway
289,capital-common-countries,London,England,Ottawa,Canada
290,capital-common-countries,London,England,Paris,France
291,capital-common-countries,London,England,Rome,Italy
292,capital-common-countries,London,England,Stockholm,Sweden
293,capital-common-countries,London,England,Tehran,Iran
294,capital-common-countries,London,England,Tokyo,Japan
295,capital-common-countries,London,England,Athens,Greece
296,capital-common-countries,London,England,Baghdad,Iraq
297,capital-common-countries,London,England,Bangkok,Thailand
298,capital-common-countries,London,England,Beijing,China
299,capital-common-countries,London,England,Berlin,Germany
300,capital-common-countries,London,England,Bern,Switzerland
301,capital-common-countries,London,England,Cairo,Egypt
302,capital-common-countries,London,England,Canberra,Australia
303,capital-common-countries,London,England,Hanoi,Vietnam
304,capital-common-countries,London,England,Havana,Cuba
305,capital-common-countries,London,England,Helsinki,Finland
306,capital-common-countries,London,England,Islamabad,Pakistan
307,capital-common-countries,London,England,Kabul,Afghanistan
308,capital-common-countries,Madrid,Spain,Moscow,Russia
309,capital-common-countries,Madrid,Spain,Oslo,Norway
310,capital-common-countries,Madrid,Spain,Ottawa,Canada
311,capital-common-countries,Madrid,Spain,Paris,France
312,capital-common-countries,Madrid,Spain,Rome,Italy
313,capital-common-countries,Madrid,Spain,Stockholm,Sweden
314,capital-common-countries,Madrid,Spain,Tehran,Iran
315,capital-common-countries,Madrid,Spain,Tokyo,Japan
316,capital-common-countries,Madrid,Spain,Athens,Greece
317,capital-common-countries,Madrid,Spain,Baghdad,Iraq
318,capital-common-countries,Madrid,Spain,Bangkok,Thailand
319,capital-common-countries,Madrid,Spain,Beijing,China
320,capital-common-countries,Madrid,Spain,Berlin,Germany
321,capital-common-countries,Madrid,Spain,Bern,Switzerland
322,capital-common-countries,Madrid,Spain,Cairo,Egypt
323,capital-common-countries,Madrid,Spain,Canberra,Australia
324,capital-common-countries,Madrid,Spain,Hanoi,Vietnam
325,capital-common-countries,Madrid,Spain,Havana,Cuba
326,capital-common-countries,Madrid,Spain,Helsinki,Finland
327,capital-common-countries,Madrid,Spain,Islamabad,Pakistan
328,capital-common-countries,Madrid,Spain,Kabul,Afghanistan
329,capital-common-countries,Madrid,Spain,London,England
330,capital-common-countries,Moscow,Russia,Oslo,Norway
331,capital-common-countries,Moscow,Russia,Ottawa,Canada
332,capital-common-countries,Moscow,Russia,Paris,France
333,capital-common-countries,Moscow,Russia,Rome,Italy
334,capital-common-countries,Moscow,Russia,Stockholm,Sweden
335,capital-common-countries,Moscow,Russia,Tehran,Iran
336,capital-common-countries,Moscow,Russia,Tokyo,Japan
337,capital-common-countries,Moscow,Russia,Athens,Greece
338,capital-common-countries,Moscow,Russia,Baghdad,Iraq
339,capital-common-countries,Moscow,Russia,Bangkok,Thailand
340,capital-common-countries,Moscow,Russia,Beijing,China
341,capital-common-countries,Moscow,Russia,Berlin,Germany
342,capital-common-countries,Moscow,Russia,Bern,Switzerland
343,capital-common-countries,Moscow,Russia,Cairo,Egypt
344,capital-common-countries,Moscow,Russia,Canberra,Australia
345,capital-common-countries,Moscow,Russia,Hanoi,Vietnam
346,capital-common-countries,Moscow,Russia,Havana,Cuba
347,capital-common-countries,Moscow,Russia,Helsinki,Finland
348,capital-common-countries,Moscow,Russia,Islamabad,Pakistan
349,capital-common-countries,Moscow,Russia,Kabul,Afghanistan
350,capital-common-countries,Moscow,Russia,London,England
351,capital-common-countries,Moscow,Russia,Madrid,Spain
352,capital-common-countries,Oslo,Norway,Ottawa,Canada
353,capital-common-countries,Oslo,Norway,Paris,France
354,capital-common-countries,Oslo,Norway,Rome,Italy
355,capital-common-countries,Oslo,Norway,Stockholm,Sweden
356,capital-common-countries,Oslo,Norway,Tehran,Iran
357,capital-common-countries,Oslo,Norway,Tokyo,Japan
358,capital-common-countries,Oslo,Norway,Athens,Greece
359,capital-common-countries,Oslo,Norway,Baghdad,Iraq
360,capital-common-countries,Oslo,Norway,Bangkok,Thailand
361,capital-common-countries,Oslo,Norway,Beijing,China
362,capital-common-countries,Oslo,Norway,Berlin,Germany
363,capital-common-countries,Oslo,Norway,Bern,Switzerland
364,capital-common-countries,Oslo,Norway,Cairo,Egypt
365,capital-common-countries,Oslo,Norway,Canberra,Australia
366,capital-common-countries,Oslo,Norway,Hanoi,Vietnam
367,capital-common-countries,Oslo,Norway,Havana,Cuba
368,capital-common-countries,Oslo,Norway,Helsinki,Finland
369,capital-common-countries,Oslo,Norway,Islamabad,Pakistan
370,capital-common-countries,Oslo,Norway,Kabul,Afghanistan
371,capital-common-countries,Oslo,Norway,London,England
372,capital-common-countries,Oslo,Norway,Madrid,Spain
373,capital-common-countries,Oslo,Norway,Moscow,Russia
374,capital-common-countries,Ottawa,Canada,Paris,France
375,capital-common-countries,Ottawa,Canada,Rome,Italy
376,capital-common-countries,Ottawa,Canada,Stockholm,Sweden
377,capital-common-countries,Ottawa,Canada,Tehran,Iran
378,capital-common-countries,Ottawa,Canada,Tokyo,Japan
379,capital-common-countries,Ottawa,Canada,Athens,Greece
380,capital-common-countries,Ottawa,Canada,Baghdad,Iraq
381,capital-common-countries,Ottawa,Canada,Bangkok,Thailand
382,capital-common-countries,Ottawa,Canada,Beijing,China
383,capital-common-countries,Ottawa,Canada,Berlin,Germany
384,capital-common-countries,Ottawa,Canada,Bern,Switzerland
385,capital-common-countries,Ottawa,Canada,Cairo,Egypt
386,capital-common-countries,Ottawa,Canada,Canberra,Australia
387,capital-common-countries,Ottawa,Canada,Hanoi,Vietnam
388,capital-common-countries,Ottawa,Canada,Havana,Cuba
389,capital-common-countries,Ottawa,Canada,Helsinki,Finland
390,capital-common-countries,Ottawa,Canada,Islamabad,Pakistan
391,capital-common-countries,Ottawa,Canada,Kabul,Afghanistan
392,capital-common-countries,Ottawa,Canada,London,England
393,capital-common-countries,Ottawa,Canada,Madrid,Spain
394,capital-common-countries,Ottawa,Canada,Moscow,Russia
395,capital-common-countries,Ottawa,Canada,Oslo,Norway
396,capital-common-countries,Paris,France,Rome,Italy
397,capital-common-countries,Paris,France,Stockholm,Sweden
398,capital-common-countries,Paris,France,Tehran,Iran
399,capital-common-countries,Paris,France,Tokyo,Japan
400,capital-common-countries,Paris,France,Athens,Greece
401,capital-common-countries,Paris,France,Baghdad,Iraq
402,capital-common-countries,Paris,France,Bangkok,Thailand
403,capital-common-countries,Paris,France,Beijing,China
404,capital-common-countries,Paris,France,Berlin,Germany
405,capital-common-countries,Paris,France,Bern,Switzerland
406,capital-common-countries,Paris,France,Cairo,Egypt
407,capital-common-countries,Paris,France,Canberra,Australia
408,capital-common-countries,Paris,France,Hanoi,Vietnam
409,capital-common-countries,Paris,France,Havana,Cuba
410,capital-common-countries,Paris,France,Helsinki,Finland
411,capital-common-countries,Paris,France,Islamabad,Pakistan
412,capital-common-countries,Paris,France,Kabul,Afghanistan
413,capital-common-countries,Paris,France,London,England
414,capital-common-countries,Paris,France,Madrid,Spain
415,capital-common-countries,Paris,France,Moscow,Russia
416,capital-common-countries,Paris,France,Oslo,Norway
417,capital-common-countries,Paris,France,Ottawa,Canada
418,capital-common-countries,Rome,Italy,Stockholm,Sweden
419,capital-common-countries,Rome,Italy,Tehran,Iran
420,capital-common-countries,Rome,Italy,Tokyo,Japan
421,capital-common-countries,Rome,Italy,Athens,Greece
422,capital-common-countries,Rome,Italy,Baghdad,Iraq
423,capital-common-countries,Rome,Italy,Bangkok,Thailand
424,capital-common-countries,Rome,Italy,Beijing,China
425,capital-common-countries,Rome,Italy,Berlin,Germany
426,capital-common-countries,Rome,Italy,Bern,Switzerland
427,capital-common-countries,Rome,Italy,Cairo,Egypt
428,capital-common-countries,Rome,Italy,Canberra,Australia
429,capital-common-countries,Rome,Italy,Hanoi,Vietnam
430,capital-common-countries,Rome,Italy,Havana,Cuba
431,capital-common-countries,Rome,Italy,Helsinki,Finland
432,capital-common-countries,Rome,Italy,Islamabad,Pakistan
433,capital-common-countries,Rome,Italy,Kabul,Afghanistan
434,capital-common-countries,Rome,Italy,London,England
435,capital-common-countries,Rome,Italy,Madrid,Spain
436,capital-common-countries,Rome,Italy,Moscow,Russia
437,capital-common-countries,Rome,Italy,Oslo,Norway
438,capital-common-countries,Rome,Italy,Ottawa,Canada
439,capital-common-countries,Rome,Italy,Paris,France
440,capital-common-countries,Stockholm,Sweden,Tehran,Iran
441,capital-common-countries,Stockholm,Sweden,Tokyo,Japan
442,capital-common-countries,Stockholm,Sweden,Athens,Greece
443,capital-common-countries,Stockholm,Sweden,Baghdad,Iraq
444,capital-common-countries,Stockholm,Sweden,Bangkok,Thailand
445,capital-common-countries,Stockholm,Sweden,Beijing,China
446,capital-common-countries,Stockholm,Sweden,Berlin,Germany
447,capital-common-countries,Stockholm,Sweden,Bern,Switzerland
448,capital-common-countries,Stockholm,Sweden,Cairo,Egypt
449,capital-common-countries,Stockholm,Sweden,Canberra,Australia
450,capital-common-countries,Stockholm,Sweden,Hanoi,Vietnam
451,capital-common-countries,Stockholm,Sweden,Havana,Cuba
452,capital-common-countries,Stockholm,Sweden,Helsinki,Finland
453,capital-common-countries,Stockholm,Sweden,Islamabad,Pakistan
454,capital-common-countries,Stockholm,Sweden,Kabul,Afghanistan
455,capital-common-countries,Stockholm,Sweden,London,England
456,capital-common-countries,Stockholm,Sweden,Madrid,Spain
457,capital-common-countries,Stockholm,Sweden,Moscow,Russia
458,capital-common-countries,Stockholm,Sweden,Oslo,Norway
459,capital-common-countries,Stockholm,Sweden,Ottawa,Canada
460,capital-common-countries,Stockholm,Sweden,Paris,France
461,capital-common-countries,Stockholm,Sweden,Rome,Italy
462,capital-common-countries,Tehran,Iran,Tokyo,Japan
463,capital-common-countries,Tehran,Iran,Athens,Greece
464,capital-common-countries,Tehran,Iran,Baghdad,Iraq
465,capital-common-countries,Tehran,Iran,Bangkok,Thailand
466,capital-common-countries,Tehran,Iran,Beijing,China
467,capital-common-countries,Tehran,Iran,Berlin,Germany
468,capital-common-countries,Tehran,Iran,Bern,Switzerland
469,capital-common-countries,Tehran,Iran,Cairo,Egypt
470,capital-common-countries,Tehran,Iran,Canberra,Australia
471,capital-common-countries,Tehran,Iran,Hanoi,Vietnam
472,capital-common-countries,Tehran,Iran,Havana,Cuba
473,capital-common-countries,Tehran,Iran,Helsinki,Finland
474,capital-common-countries,Tehran,Iran,Islamabad,Pakistan
475,capital-common-countries,Tehran,Iran,Kabul,Afghanistan
476,capital-common-countries,Tehran,Iran,London,England
477,capital-common-countries,Tehran,Iran,Madrid,Spain
478,capital-common-countries,Tehran,Iran,Moscow,Russia
479,capital-common-countries,Tehran,Iran,Oslo,Norway
480,capital-common-countries,Tehran,Iran,Ottawa,Canada
481,capital-common-countries,Tehran,Iran,Paris,France
482,capital-common-countries,Tehran,Iran,Rome,Italy
483,capital-common-countries,Tehran,Iran,Stockholm,Sweden
484,capital-common-countries,Tokyo,Japan,Athens,Greece
485,capital-common-countries,Tokyo,Japan,Baghdad,Iraq
486,capital-common-countries,Tokyo,Japan,Bangkok,Thailand
