,word1,word2,similarity
185,focus,vita,4.84615384615
186,tiger,giaguaro,8.13461538465
187,summer,natura,5.07692307695
188,psychology,cognizione,6.71153846155
189,preparation,cibo,6.2692307692
190,war,truppe,8.2692307692
191,lad,ragazzo,9.28846153845
192,student,intelligente,6.5192307692
193,money,propriet,6.42307692305
194,attitude,cambiamento,5.71923076925
195,production,annuncio,2.84615384615
196,tableware,tazza,6.65384615385
197,love,sesso,8.1923076923
198,planet,galassia,7.5769230769
199,man,donna,7.67307692305
200,professor,dottore,5.78846153845
201,fuck,sesso,9.1923076923
202,cup,cibo,4.5192307692
203,proton,fisica,7.5192307692
204,antecedent,precedente,6.98076923075
205,competition,prezzo,5.15384615385
206,student,professore,7.5384615385
207,lawyer,prova,6.75
208,galaxy,pianeta,7.5769230769
209,drink,madre,1.6730769231
210,country,cittadino,6.84615384615
211,sex,amore,8.1923076923
212,announcement,produzione,2.84615384615
213,school,centro,4.86538461535
214,law,avvocato,9.2307692308
215,experience,musica,4.69230769235
216,recognition,pregiudizio,2.65384615385
217,tiger,organismo,5.7115384615
218,architecture,osservazione,4.3653846154
219,term,vita,6.1153846154
220,forecast,tempo,7.90384615385
221,psychology,disciplina,6.1730769231
222,car,treno,6.03846153845
223,cabbage,re,0.8846153846
224,Jerusalem,Israele,9.0769230769
225,monk,schiavo,1.5769230769
226,century,nazione,2.59615384615
227,emergency,vittima,6.67307692305
228,telephone,comunicazione,8.5576923077
229,seafood,mare,8.4903846154
230,gin,vodka,8.25
231,OPEC,petrolio,8.10576923075
232,currency,mercato,6.67307692305
233,hotel,prenotazione,8.21923076925
234,movie,critico,6.73076923075
235,observation,architettura,4.3653846154
236,profit,dollaro,6.53846153845
237,journey,macchina,6.59615384615
238,egg,provvista,2.6346153846
239,terror,Arafat,6.03846153845
240,Israel,Gerusalemme,9.0769230769
241,dollar,dollaro,9.76923076925
242,library,libro,8.9423076923
243,voyage,viaggio,8.60384615385
244,investor,rendimento,6.90384615385
245,listing,prossimità,2.05769230765
246,series,sette,2.73076923075
247,game,squadra,7.59615384615
248,Mexico,Brasile,6.0
249,tennis,racchetta,9.0
250,popcorn,film,6.92307692305
251,issue,sviluppo,4.59615384615
252,insurance,linea,1.5769230769
253,Mars,scienziato,5.5576923077
254,thunderstorm,doccia,6.0576923077
255,chance,credibilità,4.2307692308
256,animal,tigre,8.5692307692
257,brother,giovanotto,5.2307692308
258,cup,oggetto,6.7307692308
259,crisis,energia,4.5
260,cat,giaguaro,7.7884615385
261,cock,uccello,7.3076923077
262,company,azioni,7.0384615385
263,slave,monaco,1.5769230769
264,woodland,riva,3.1730769231
265,murder,omicidio colposo,8.17307692305
266,precedent,antecedente,6.98076923075
267,lawyer,legge,9.2307692308
268,game,vittoria,6.84615384615
269,criterion,ragione,5.9230769231
270,loss,dollaro,5.5192307692
271,center,scuola,4.86538461535
272,coast,foresta,3.26923076925
273,professor,cetriolo,0.26923076925
274,tiger,mammifero,8.46153846155
275,delay,razzismo,1.34615384615
276,tennis,calcio,6.2692307692
277,opera,esibizione,7.4423076923
278,airport,problema,2.6730769231
279,fauna,tigre,5.53846153845
280,paper,libro,8.03846153845
281,admission,biglietto,7.0576923077
282,hike,produzione,1.15384615385
283,anxiety,psicologia,7.17307692305
284,gender,uguaglianza,6.75
285,FBI,investigazione,8.5192307692
286,king,cavolo,0.8846153846
287,liquid,acqua,8.6923076923
288,physics,protone,7.5192307692
289,music,progetto,4.73076923075
290,boy,giovanotto,9.28846153845
291,announcement,notizie,7.84615384615
292,cup,entit,2.3846153846
293,situation,conclusione,4.2692307692
294,Jerusalem,Palestinese,7.13461538465
295,asylum,manicomio,7.8653846154
296,money,dollaro,8.8846153846
297,people,pianeta,5.56923076925
298,century,anno,7.51923076925
299,price,competizione,5.15384615385
300,man,governatore,5.7
301,ticket,ammissione,7.0576923077
302,credit,informazione,5.4038461538
303,queen,re,8.92307692305
304,television,film,7.15384615385
305,space,mondo,6.1730769231
306,cemetery,foresta,1.84615384615
307,recovery,trattamento,7.8076923077
308,critic,film,6.73076923075
309,marriage,moralità,5.17307692305
310,grocery,denaro,5.28846153845
311,journal,associazione,4.15384615385
312,stove,fornace,7.34615384615
313,car,automobile,9.63461538465
314,ear,bere,0.4576923077
315,decoration,valore,6.6153846154
316,game,turno,5.67307692305
317,monk,fratello,6.0
318,star,film,7.9423076923
319,rabbi,vescovo,8.13461538465
320,citizen,Paese,6.84615384615
321,wealth,denaro,8.4423076923
322,word,somiglianza,2.98076923075
323,dawn,giorno,7.82692307695
324,disaster,area,5.15384615385
325,depression,psicologia,7.25
326,Freud,psicologia,8.2692307692
327,morality,importanza,5.17307692305
328,lad,stregone,1.57692307695
329,peace,atmosfera,3.0
330,brother,monaco,6.0
331,treatment,guarigione,7.8076923077
332,prejudice,riconoscimento,2.65384615385
333,personnel,dottore,5.75
334,car,viaggio,6.59615384615
335,stock,vivo,3.1923076923
336,jaguar,macchina,7.75
337,cup,servizio,6.65384615385
338,flood,doccia,5.5576923077
339,water,infiltrazione,6.92307692305
340,carnivore,tigre,8.51923076925
341,tool,strumento,7.79615384615
342,hotel,arrivo,5.5192307692
343,car,jaguar,7.75
344,defeat,gioco,6.1346153846
345,graveyard,foresta,1.84615384615
346,volunteer,motto,2.6153846154
347,architecture,secolo,4.26923076925
348,production,escursione,1.15384615385
349,chemistry,spazio,4.4615384615
350,round,pugilato,5.51923076925
351,music,esperienza,4.69230769235
352,soap,opera,4.98076923075
353,withdrawal,denaro,7.3846153846
354,magician,vetro,1.09615384615
355,Arafat,Jackson,2.03846153845
356,profit,perdita,7.0769230769
357,entity,tazza,2.3846153846
358,death,invalidita,5.55769230765
359,clothes,ripostiglio,7.53076923075
360,surface,immagine,4.7884615385
361,phone,provvista,1.65384615385
362,Arafat,pace,4.53846153845
363,direction,combinazione,1.6346153846
364,tiger,zoo,7.4038461538
365,cup,articolo,2.15384615385
366,buck,dollaro,9.76923076925
367,zoo,tigre,7.4038461538
368,Jackson,Arafat,2.03846153845
369,keyboard,computer,8.3846153846
370,cup,artefatto,3.4230769231
371,forest,costa,3.26923076925
372,chemistry,fisica,7.8269230769
373,money,riciclaggio,6.96153846155
374,activity,viaggio,5.38461538465
375,environment,ecologia,8.32692307695
376,deposit,denaro,7.6346153846
377,movie,popcorn,6.92307692305
378,mouth,bere,7.3269230769
379,stock,petrolio,6.17307692305
380,food,frutta,7.9615384615
381,archive,video,4.71153846155
382,bird,gallo,7.3076923077
383,concert,virtuoso,6.6730769231
384,seafood,aragosta,8.4326923077
385,drink,mangiare,7.5153846154
386,oil,azioni,6.17307692305
387,plan,pace,4.42307692305
388,Wednesday,notizie,2.48076923075
389,planet,luna,7.98076923075
390,baseball,stagione,5.82692307695
391,book,biblioteca,8.9423076923
392,laundering,denaro,6.96153846155
393,example,precedente,5.88461538465
394,summer,siccità,6.0
395,plane,macchina,5.76923076925
396,car,volo,3.5192307692
397,computer,software,8.46153846155
398,stock,vita,2.46153846155
399,metal,alluminio,8.15384615385
400,lad,fratello,5.2307692308
401,film,televisione,7.15384615385
402,coast,collina,3.6923076923
403,radio,media,7.86538461535
404,money,deposito,7.6346153846
405,championship,torneo,8.2307692308
406,jaguar,provvista,0.96153846155
407,wine,aragosta,3.69230769235
408,mother,bere,1.6730769231
409,planning,famiglia,5.8653846154
410,peace,Arafat,4.53846153845
411,discipline,psicologia,6.1730769231
412,science,psicologia,6.78846153845
413,governor,ufficio,6.15384615385
414,movie,teatro,7.46153846155
415,shower,temporale,6.0576923077
416,reason,criterio,5.9230769231
417,Yale,Harvard,8.8269230769
418,information,precedente,5.07692307695
419,planet,popolo,5.56923076925
420,substance,tazza,3.73076923075
421,boxing,turno,5.51923076925
422,weapon,segreto,4.65384615385
423,nature,ambiente,8.76923076925
424,planet,astronomo,7.65384615385
425,currency,denaro,9.0
426,warning,profitto,1.78846153845
427,artifact,tazza,3.4230769231
428,information,credito,5.4038461538
429,population,sviluppo,5.3076923077
430,proximity,lista,2.05769230765
431,discovery,spazio,6.71153846155
432,atmosphere,paesaggio,4.78846153845
433,shore,foresta,3.1730769231
434,psychology,dottore,7.45
435,skin,occhio,5.0769230769
436,practice,istituzione,3.5576923077
437,rooster,cibo,3.65384615385
438,racism,ritardo,1.34615384615
439,street,posto,6.1346153846
440,seepage,acqua,6.92307692305
441,property,denaro,6.42307692305
442,world,preservazione,5.1153846154
443,arrangement,registrazione,5.1730769231
444,hardware,rete,7.38461538465
445,hill,costa,3.6923076923
446,cognition,psicologia,6.71153846155
447,cup,sostanza,3.73076923075
448,metal,vetro,4.4423076923
449,money,valuta,9.0
450,summer,giorno,4.15384615385
451,video,archivio,4.71153846155
452,tiger,tigre,10.0
453,world,spazio,6.1730769231
454,consumer,energia,5.73076923075
455,radio,televisione,7.3461538462
456,effort,annuncio,3.1923076923
457,life,termine,6.1153846154
458,glass,mago,1.09615384615
459,television,radio,7.3461538462
460,exhibit,cimeli,6.1730769231
461,Japanese,Americano,5.5769230769
462,performance,opera,7.4423076923
463,lover,lite,5.96153846155
464,liquid,tazza,6.33461538465
465,star,pianeta,7.61538461535
466,madhouse,asilo,7.8653846154
467,canyon,paesaggio,7.7307692308
468,street,viale,8.53846153845
469,five,mese,2.3269230769
470,image,superficie,4.7884615385
471,food,gallo,3.65384615385
472,ecology,ambiente,8.32692307695
473,object,tazza,6.7307692308
474,sun,pianeta,7.90384615385
475,football,pallacanestro,6.92307692305
476,percent,cento,7.73076923075
477,season,baseball,5.82692307695
478,calculation,computazione,9.23076923075
479,payment,dividendo,7.84615384615
480,place,strada,6.1346153846
481,chemistry,alcool,5.82692307695
482,change,atteggiamento,5.71923076925
483,oil,OPEC,8.10576923075
484,game,sconfitta,6.1346153846
485,wizard,giovanotto,1.57692307695
486,kilometer,miglio,7.63461538465
487,money,prelievo,7.3846153846
488,project,musica,4.73076923075
489,nature,uomo,6.84615384615
490,motto,volontario,2.6153846154
491,live,provvista,3.1923076923
492,institution,pratica,3.5576923077
493,market,provvista,7.03846153845
494,scientist,Marte,5.5576923077
495,recommendation,commissione,3.51923076925
496,network,hardware,7.38461538465
497,hypertension,ragione,1.34615384615
498,forest,camposanto,1.84615384615
499,opera,industria,4.3076923077
500,victim,emergenza,6.67307692305
501,computer,internet,8.34615384615
502,psychology,psichiatria,8.0576923077
503,industry,opera,4.3076923077
504,landscape,canyon,7.7307692308
505,victory,gioco,6.84615384615
506,conclusion,situazione,4.2692307692
507,train,macchina,6.03846153845
508,tiger,animale,8.5692307692
509,arrival,hotel,5.5192307692
510,space,chimica,4.4615384615
511,combination,direzione,1.6346153846
512,challenge,problema,7.3653846154
513,gem,gioiello,9.15384615385
514,peace,minoranza,3.8461538462
515,dollar,yen,8.21153846155
516,American,Giapponese,5.5769230769
517,drink,orecchio,0.4576923077
518,peace,piano,4.42307692305
519,furnace,fornello,7.34615384615
520,month,cinque,2.3269230769
521,physics,chimica,7.8269230769
522,alcohol,chimica,5.82692307695
523,day,alba,7.82692307695
524,drink,bocca,7.3269230769
525,news,computer,5.2692307692
526,series,gioco,4.8846153846
527,number,record,6.5576923077
528,atmosphere,pace,3.0
529,oracle,monaco,4.09615384615
530,size,prominenza,5.67307692305
531,family,pianificazione,5.8653846154
532,credibility,possibilità,4.2307692308
533,coffee,tazza,8.0192307692
534,bed,ripostiglio,2.58653846155
535,news,ritardo,2.9423076923
536,calculation,dividendo,7.51923076925
537,Palestinian,Gerusalemme,7.13461538465
538,potato,cetriolo,5.46153846155
539,problem,aeroporto,2.6730769231
540,arrangement,alloggio,7.59615384615
541,disability,morte,5.55769230765
542,Harvard,Yale,8.8269230769
543,rook,re,6.84615384615
544,mile,kilometro,7.63461538465
545,card,credito,7.5192307692
546,king,regina,8.92307692305
547,butter,pane,6.96153846155
548,tiger,carnivoro,8.51923076925
549,fear,psicologia,6.28846153845
550,news,reportage,8.3269230769
551,girl,possibilità,3.40384615385
552,news,Mercoledi,2.48076923075
553,money,contanti,9.25
554,computer,tastiera,8.3846153846
555,area,disastro,5.15384615385
556,dividend,calcolo,7.51923076925
557,food,aragosta,8.2980769231
558,bank,denaro,8.39423076923
559,vodka,gin,8.25
560,man,natura,6.84615384615
561,luxury,macchina,5.8653846154
562,wood,foresta,8.73076923075
563,planet,sole,7.90384615385
564,news,annuncio,7.84615384615
565,group,precedente,2.34615384615
566,collection,precedente,3.1153846154
567,software,computer,8.46153846155
568,cup,liquido,6.33461538465
569,food,Pesce,8.625
570,psychology,clinica,6.8846153846
571,weather,previsioni,7.90384615385
572,crane,uccello,7.825
573,mind,psicologia,8.4423076923
574,year,secolo,7.51923076925
575,life,provvista,2.46153846155
576,dollar,denaro,8.8846153846
577,evidence,avvocato,6.75
578,energy,consumatore,5.73076923075
579,doctor,psicologia,7.45
580,governor,uomo,5.7
581,sex,santo,1.5769230769
582,dividend,pagamento,7.84615384615
583,report,guadagno,3.0
584,travel,attività,5.38461538465
585,sign,recesso,2.01923076925
586,manslaughter,omicidio,8.17307692305
587,accommodation,sistemazione,7.59615384615
588,precedent,informazione,5.07692307695
589,computer,notizie,5.2692307692
590,psychology,paura,6.28846153845
591,rock,jazz,6.9230769231
592,doctor,professore,5.78846153845
593,Brazil,Messico,6.0
594,flight,macchina,3.5192307692
595,space,pianeta,7.9230769231
596,money,alimentari,5.28846153845
597,game,serie,4.8846153846
598,reason,ipertensione,1.34615384615
599,smart,studente,6.5192307692
600,dollar,profitto,6.53846153845
601,jewel,gemma,9.15384615385
602,car,lusso,5.8653846154
603,Arafat,terrore,6.03846153845
604,delay,notizie,2.9423076923
605,inmate,morte,3.76923076925
606,equality,genere,6.75
607,century,architettura,4.26923076925
608,precedent,legge,5.82692307695
609,precedent,esempio,5.88461538465
610,bird,gru,7.825
611,loss,profitto,7.0769230769
612,seven,serie,2.73076923075
613,report,notizie,8.3269230769
614,deployment,partenza,7.01923076925
